[872, 605]
[section-title, [273.0, 35.0, 63.0, 30.0], EOO40ycpsD, 6457407]
[folio, [473.0, 35.0, 78.0, 18.0], ES0DhRGP19, 6457407]
[paragraph, [301.0, 75.0, 247.0, 18.0], hdLX-0C9LQ, 6457407]
[paragraph, [64.0, 78.0, 144.0, 18.0], nLOMDkc7nd, 6457407]
[paragraph, [302.0, 93.0, 244.0, 18.0], _I3Qry_341, 6457407]
[paragraph, [302.0, 111.0, 244.0, 18.0], _I3Qry_341, 6457407]
[paragraph, [50.0, 97.0, 228.0, 18.0], G4l4eYDjhZ, 6457407]
[paragraph, [50.0, 120.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 138.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 156.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 174.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 192.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 210.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 228.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 246.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 264.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 282.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 300.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 318.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 336.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 354.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 372.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 390.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 408.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 426.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 444.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 462.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 480.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 498.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 516.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 534.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 552.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 570.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 588.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 606.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 624.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [50.0, 642.0, 251.0, 18.0], shoonya_0s7LGDH8L4EV96, 6457407]
[paragraph, [302.0, 129.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 147.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 165.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 183.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 201.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 219.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 237.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
