[1754, 1241]
[chapter-title, [476.0, 140.0, 315.0, 58.5], WHrgTAUnp1, 5709367]
[ordered-list, [120.0, 232.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 268.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 304.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 340.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 376.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 412.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 448.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 484.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 520.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 556.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 592.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 628.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 664.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 700.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 736.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 772.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 808.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 844.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 880.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 916.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 952.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 988.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1024.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1060.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1096.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1132.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1168.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1204.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1240.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1276.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1312.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1348.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1384.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1420.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1456.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1492.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[ordered-list, [120.0, 1528.0, 992.0, 36.0], VfGdDrdX4R, 5709367]
[sub-ordered-list, [153.0, 624.0, 960.0, 36.0], 2Hs7TAzTET, 5709367]
[sub-ordered-list, [153.0, 660.0, 960.0, 36.0], 2Hs7TAzTET, 5709367]
[sub-ordered-list, [153.0, 696.0, 960.0, 36.0], 2Hs7TAzTET, 5709367]
[sub-ordered-list, [153.0, 732.0, 960.0, 36.0], 2Hs7TAzTET, 5709367]
[sub-ordered-list, [153.0, 768.0, 960.0, 36.0], 2Hs7TAzTET, 5709367]
[sub-ordered-list, [153.0, 804.0, 960.0, 36.0], 2Hs7TAzTET, 5709367]
[sub-ordered-list, [153.0, 840.0, 960.0, 36.0], 2Hs7TAzTET, 5709367]
[sub-ordered-list, [153.0, 876.0, 960.0, 36.0], 2Hs7TAzTET, 5709367]
[sub-ordered-list, [153.0, 912.0, 960.0, 36.0], 2Hs7TAzTET, 5709367]
[sub-ordered-list, [153.0, 948.0, 960.0, 36.0], 2Hs7TAzTET, 5709367]
[sub-ordered-list, [153.0, 984.0, 960.0, 36.0], 2Hs7TAzTET, 5709367]
[sub-ordered-list, [153.0, 1020.0, 960.0, 36.0], 2Hs7TAzTET, 5709367]
[unordered-list, [170.0, 1291.0, 923.0, 36.0], shoonya_0s49NRDNKJYAWH, 5709367]
[unordered-list, [170.0, 1327.0, 923.0, 36.0], shoonya_0s49NRDNKJYAWH, 5709367]
[unordered-list, [170.0, 1363.0, 923.0, 36.0], shoonya_0s49NRDNKJYAWH, 5709367]
[unordered-list, [170.0, 1399.0, 923.0, 36.0], shoonya_0s49NRDNKJYAWH, 5709367]
[unordered-list, [170.0, 1435.0, 923.0, 36.0], shoonya_0s49NRDNKJYAWH, 5709367]
[unordered-list, [170.0, 1471.0, 923.0, 36.0], shoonya_0s49NRDNKJYAWH, 5709367]
[unordered-list, [170.0, 1507.0, 923.0, 36.0], shoonya_0s49NRDNKJYAWH, 5709367]
