[2428, 1814]
[paragraph, [864.0, 162.0, 708.0, 36.0], shoonya_7sT5BBQ9VGZB07, 5694474]
[paragraph, [864.0, 198.0, 708.0, 36.0], shoonya_7sT5BBQ9VGZB07, 5694474]
[paragraph, [864.0, 234.0, 708.0, 36.0], shoonya_7sT5BBQ9VGZB07, 5694474]
[paragraph, [864.0, 270.0, 708.0, 36.0], shoonya_7sT5BBQ9VGZB07, 5694474]
[paragraph, [864.0, 306.0, 708.0, 36.0], shoonya_7sT5BBQ9VGZB07, 5694474]
[paragraph, [864.0, 342.0, 708.0, 36.0], shoonya_7sT5BBQ9VGZB07, 5694474]
[paragraph, [864.0, 378.0, 708.0, 36.0], shoonya_7sT5BBQ9VGZB07, 5694474]
[paragraph, [129.0, 164.0, 249.0, 36.0], shoonya_29sN1P5E520OUM, 5694474]
[paragraph, [127.0, 203.0, 708.0, 36.0], shoonya_24s3777GPSB57Q, 5694474]
[paragraph, [127.0, 239.0, 708.0, 36.0], shoonya_24s3777GPSB57Q, 5694474]
[paragraph, [127.0, 275.0, 708.0, 36.0], shoonya_24s3777GPSB57Q, 5694474]
[paragraph, [127.0, 311.0, 708.0, 36.0], shoonya_24s3777GPSB57Q, 5694474]
[paragraph, [118.0, 433.0, 717.0, 36.0], shoonya_19sPUIJG7WSRHZ, 5694474]
[paragraph, [118.0, 469.0, 717.0, 36.0], shoonya_19sPUIJG7WSRHZ, 5694474]
[paragraph, [118.0, 505.0, 717.0, 36.0], shoonya_19sPUIJG7WSRHZ, 5694474]
[paragraph, [118.0, 541.0, 717.0, 36.0], shoonya_19sPUIJG7WSRHZ, 5694474]
[paragraph, [118.0, 577.0, 717.0, 36.0], shoonya_19sPUIJG7WSRHZ, 5694474]
[paragraph, [118.0, 613.0, 717.0, 36.0], shoonya_19sPUIJG7WSRHZ, 5694474]
[paragraph, [118.0, 649.0, 717.0, 36.0], shoonya_19sPUIJG7WSRHZ, 5694474]
[paragraph, [868.0, 435.0, 706.0, 36.0], shoonya_27sS5257YG3BN5, 5694474]
[paragraph, [868.0, 471.0, 706.0, 36.0], shoonya_27sS5257YG3BN5, 5694474]
[paragraph, [861.0, 512.0, 707.0, 36.0], shoonya_26s9HM0H2BDH8F, 5694474]
[paragraph, [861.0, 548.0, 707.0, 36.0], shoonya_26s9HM0H2BDH8F, 5694474]
[paragraph, [893.0, 585.0, 555.0, 36.0], shoonya_31sIPCC4Y4A4A2, 5694474]
[quote, [872.0, 624.0, 408.0, 36.0], YMcnIP0meo, 5694474]
[quote, [872.0, 660.0, 408.0, 36.0], YMcnIP0meo, 5694474]
[quote, [872.0, 696.0, 408.0, 36.0], YMcnIP0meo, 5694474]
[quote, [872.0, 732.0, 408.0, 36.0], YMcnIP0meo, 5694474]
[quote, [872.0, 768.0, 408.0, 36.0], YMcnIP0meo, 5694474]
[quote, [872.0, 804.0, 408.0, 36.0], YMcnIP0meo, 5694474]
[paragraph, [129.0, 701.0, 707.0, 36.0], shoonya_10s825VNAYND9H, 5694474]
[paragraph, [129.0, 737.0, 707.0, 36.0], shoonya_10s825VNAYND9H, 5694474]
[paragraph, [129.0, 773.0, 707.0, 36.0], shoonya_10s825VNAYND9H, 5694474]
[paragraph, [129.0, 809.0, 707.0, 36.0], shoonya_10s825VNAYND9H, 5694474]
[paragraph, [865.0, 854.0, 706.0, 36.0], shoonya_28s8X8OUOHMCDN, 5694474]
[paragraph, [865.0, 890.0, 706.0, 36.0], shoonya_28s8X8OUOHMCDN, 5694474]
[paragraph, [865.0, 926.0, 706.0, 36.0], shoonya_28s8X8OUOHMCDN, 5694474]
[paragraph, [130.0, 856.0, 703.0, 36.0], shoonya_13s4HF26BOD5PZ, 5694474]
[paragraph, [130.0, 892.0, 703.0, 36.0], shoonya_13s4HF26BOD5PZ, 5694474]
[paragraph, [127.0, 931.0, 707.0, 36.0], shoonya_3sNYAZNWJU6PL7, 5694474]
[paragraph, [127.0, 967.0, 707.0, 36.0], shoonya_3sNYAZNWJU6PL7, 5694474]
[paragraph, [127.0, 1003.0, 707.0, 36.0], shoonya_3sNYAZNWJU6PL7, 5694474]
[paragraph, [127.0, 1039.0, 707.0, 36.0], shoonya_3sNYAZNWJU6PL7, 5694474]
[paragraph, [127.0, 1075.0, 707.0, 36.0], shoonya_3sNYAZNWJU6PL7, 5694474]
[paragraph, [127.0, 1111.0, 707.0, 36.0], shoonya_3sNYAZNWJU6PL7, 5694474]
[paragraph, [861.0, 972.0, 707.0, 36.0], shoonya_30s5689COBXFBU, 5694474]
[paragraph, [861.0, 1008.0, 707.0, 36.0], shoonya_30s5689COBXFBU, 5694474]
[paragraph, [861.0, 1044.0, 707.0, 36.0], shoonya_30s5689COBXFBU, 5694474]
[paragraph, [859.0, 1083.0, 712.0, 36.0], shoonya_20sSB0QC0DL78Q, 5694474]
[paragraph, [859.0, 1119.0, 712.0, 36.0], shoonya_20sSB0QC0DL78Q, 5694474]
[paragraph, [859.0, 1155.0, 712.0, 36.0], shoonya_20sSB0QC0DL78Q, 5694474]
[paragraph, [859.0, 1191.0, 712.0, 36.0], shoonya_20sSB0QC0DL78Q, 5694474]
[paragraph, [129.0, 1162.0, 706.0, 36.0], shoonya_6s9VYYHAJYYR9E, 5694474]
[paragraph, [129.0, 1198.0, 706.0, 36.0], shoonya_6s9VYYHAJYYR9E, 5694474]
[paragraph, [129.0, 1234.0, 706.0, 36.0], shoonya_6s9VYYHAJYYR9E, 5694474]
[paragraph, [863.0, 1237.0, 710.0, 36.0], shoonya_14sZFS83TFFC7A, 5694474]
[paragraph, [863.0, 1273.0, 710.0, 36.0], shoonya_14sZFS83TFFC7A, 5694474]
[paragraph, [128.0, 1278.0, 705.0, 36.0], shoonya_4s8YTKWHAH4A8Q, 5694474]
[paragraph, [128.0, 1314.0, 705.0, 36.0], shoonya_4s8YTKWHAH4A8Q, 5694474]
[paragraph, [128.0, 1350.0, 705.0, 36.0], shoonya_4s8YTKWHAH4A8Q, 5694474]
[paragraph, [862.0, 1314.0, 710.0, 36.0], shoonya_8sYWAY9OBPHQ4O, 5694474]
[paragraph, [862.0, 1350.0, 710.0, 36.0], shoonya_8sYWAY9OBPHQ4O, 5694474]
[paragraph, [862.0, 1386.0, 710.0, 36.0], shoonya_8sYWAY9OBPHQ4O, 5694474]
[paragraph, [862.0, 1422.0, 710.0, 36.0], shoonya_8sYWAY9OBPHQ4O, 5694474]
[paragraph, [169.0, 1430.0, 595.0, 36.0], shoonya_18sDK8LN3I4HLC, 5694474]
[paragraph, [903.0, 1466.0, 362.0, 36.0], shoonya_21sHYS8OMVHALF, 5694474]
[paragraph, [168.0, 1469.0, 579.0, 36.0], shoonya_22sPH6U5S964KC, 5694474]
[paragraph, [858.0, 1504.0, 712.0, 36.0], shoonya_16sWF0L7X5F3WR, 5694474]
[paragraph, [858.0, 1540.0, 712.0, 36.0], shoonya_16sWF0L7X5F3WR, 5694474]
[paragraph, [170.0, 1505.0, 505.0, 36.0], shoonya_17sP8O1MMR45K5, 5694474]
[paragraph, [130.0, 1544.0, 705.0, 36.0], shoonya_5sHJ0O36LDHAG5, 5694474]
[paragraph, [130.0, 1580.0, 705.0, 36.0], shoonya_5sHJ0O36LDHAG5, 5694474]
[paragraph, [130.0, 1616.0, 705.0, 36.0], shoonya_5sHJ0O36LDHAG5, 5694474]
[paragraph, [862.0, 1582.0, 709.0, 36.0], shoonya_25sRLW49LCVL7O, 5694474]
[paragraph, [862.0, 1618.0, 709.0, 36.0], shoonya_25sRLW49LCVL7O, 5694474]
[paragraph, [861.0, 1658.0, 708.0, 36.0], shoonya_23sZ3DC8WLYT7Y, 5694474]
[paragraph, [861.0, 1694.0, 708.0, 36.0], shoonya_23sZ3DC8WLYT7Y, 5694474]
[paragraph, [861.0, 1730.0, 708.0, 36.0], shoonya_23sZ3DC8WLYT7Y, 5694474]
[paragraph, [861.0, 1766.0, 708.0, 36.0], shoonya_23sZ3DC8WLYT7Y, 5694474]
[paragraph, [129.0, 1662.0, 710.0, 36.0], shoonya_1sTFSL3MNCAUXD, 5694474]
[paragraph, [129.0, 1698.0, 710.0, 36.0], shoonya_1sTFSL3MNCAUXD, 5694474]
[paragraph, [129.0, 1734.0, 710.0, 36.0], shoonya_1sTFSL3MNCAUXD, 5694474]
[paragraph, [129.0, 1770.0, 710.0, 36.0], shoonya_1sTFSL3MNCAUXD, 5694474]
[paragraph, [129.0, 1806.0, 710.0, 36.0], shoonya_1sTFSL3MNCAUXD, 5694474]
[paragraph, [129.0, 1842.0, 710.0, 36.0], shoonya_1sTFSL3MNCAUXD, 5694474]
[paragraph, [865.0, 1811.0, 706.0, 36.0], shoonya_11sOUQ2G8P4ZJP, 5694474]
[paragraph, [865.0, 1847.0, 706.0, 36.0], shoonya_11sOUQ2G8P4ZJP, 5694474]
[paragraph, [863.0, 1886.0, 707.0, 36.0], shoonya_12sU1LX3G2L4RD, 5694474]
[paragraph, [863.0, 1922.0, 707.0, 36.0], shoonya_12sU1LX3G2L4RD, 5694474]
[paragraph, [131.0, 1889.0, 704.0, 36.0], shoonya_0s6XUPOR4CBLTO, 5694474]
[paragraph, [131.0, 1925.0, 704.0, 36.0], shoonya_0s6XUPOR4CBLTO, 5694474]
[paragraph, [131.0, 1961.0, 704.0, 36.0], shoonya_0s6XUPOR4CBLTO, 5694474]
[paragraph, [131.0, 1997.0, 704.0, 36.0], shoonya_0s6XUPOR4CBLTO, 5694474]
[paragraph, [131.0, 2033.0, 704.0, 36.0], shoonya_0s6XUPOR4CBLTO, 5694474]
[paragraph, [131.0, 2069.0, 704.0, 36.0], shoonya_0s6XUPOR4CBLTO, 5694474]
