[842, 595]
[section-title, [115.0, 80.0, 346.0, 30.0], Mvs12DH2T9, 6460465]
[paragraph, [136.0, 115.0, 256.0, 18.0], shoonya_3s5VL1P9WXZNAF, 6460465]
[paragraph, [136.0, 133.0, 256.0, 18.0], shoonya_3s5VL1P9WXZNAF, 6460465]
[paragraph, [136.0, 151.0, 256.0, 18.0], shoonya_3s5VL1P9WXZNAF, 6460465]
[paragraph, [136.0, 169.0, 256.0, 18.0], shoonya_3s5VL1P9WXZNAF, 6460465]
[paragraph, [136.0, 187.0, 256.0, 18.0], shoonya_3s5VL1P9WXZNAF, 6460465]
[paragraph, [75.0, 203.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 221.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 239.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 257.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 275.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 293.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 311.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 329.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 347.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 365.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 383.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 401.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 419.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 437.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 455.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 473.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 491.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 509.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 527.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [75.0, 545.0, 416.0, 18.0], shoonya_0s7NQ3V35T62RQ, 6460465]
[paragraph, [82.0, 562.0, 393.0, 18.0], shoonya_1sJFQQXO7MVSTE, 6460465]
[paragraph, [82.0, 580.0, 393.0, 18.0], shoonya_1sJFQQXO7MVSTE, 6460465]
[paragraph, [82.0, 598.0, 393.0, 18.0], shoonya_1sJFQQXO7MVSTE, 6460465]
[paragraph, [82.0, 616.0, 393.0, 18.0], shoonya_1sJFQQXO7MVSTE, 6460465]
[paragraph, [82.0, 634.0, 393.0, 18.0], shoonya_1sJFQQXO7MVSTE, 6460465]
[paragraph, [82.0, 652.0, 393.0, 18.0], shoonya_1sJFQQXO7MVSTE, 6460465]
[paragraph, [82.0, 670.0, 393.0, 18.0], shoonya_1sJFQQXO7MVSTE, 6460465]
[paragraph, [82.0, 688.0, 393.0, 18.0], shoonya_1sJFQQXO7MVSTE, 6460465]
[paragraph, [82.0, 706.0, 393.0, 18.0], shoonya_1sJFQQXO7MVSTE, 6460465]
[paragraph, [82.0, 724.0, 393.0, 18.0], shoonya_1sJFQQXO7MVSTE, 6460465]
