[1263, 925]
[chapter-title, [275.0, 31.0, 262.0, 30.0], shoonya_0s9D7DQZGSYEAO, 5776216]
[paragraph, [79.0, 85.0, 656.0, 18.0], Md-MquzA1W, 5776216]
[paragraph, [79.0, 103.0, 656.0, 18.0], Md-MquzA1W, 5776216]
[paragraph, [79.0, 121.0, 656.0, 18.0], Md-MquzA1W, 5776216]
[paragraph, [79.0, 139.0, 656.0, 18.0], Md-MquzA1W, 5776216]
[paragraph, [79.0, 157.0, 656.0, 18.0], Md-MquzA1W, 5776216]
[paragraph, [78.0, 187.0, 425.0, 18.0], s5Iew29vVN, 5776216]
[paragraph, [82.0, 208.0, 650.0, 18.0], VhWFKDfhWg, 5776216]
[paragraph, [82.0, 226.0, 650.0, 18.0], VhWFKDfhWg, 5776216]
[paragraph, [82.0, 244.0, 650.0, 18.0], VhWFKDfhWg, 5776216]
[paragraph, [82.0, 262.0, 650.0, 18.0], VhWFKDfhWg, 5776216]
[paragraph, [79.0, 286.0, 656.0, 18.0], CsvCIY4_7j, 5776216]
[paragraph, [79.0, 304.0, 656.0, 18.0], CsvCIY4_7j, 5776216]
[paragraph, [79.0, 335.0, 276.0, 18.0], 4-oNtLAEAn, 5776216]
[paragraph, [79.0, 365.0, 659.0, 18.0], Fgpu1io7R4, 5776216]
[paragraph, [79.0, 383.0, 659.0, 18.0], Fgpu1io7R4, 5776216]
[paragraph, [79.0, 401.0, 659.0, 18.0], Fgpu1io7R4, 5776216]
[paragraph, [79.0, 419.0, 659.0, 18.0], Fgpu1io7R4, 5776216]
[paragraph, [79.0, 437.0, 659.0, 18.0], Fgpu1io7R4, 5776216]
[paragraph, [77.0, 464.0, 588.0, 18.0], pWnUaqVSrS, 5776216]
[paragraph, [75.0, 491.0, 487.0, 18.0], WfJNOk04ru, 5776216]
[paragraph, [78.0, 514.0, 118.0, 18.0], HumnKVVxL_, 5776216]
[paragraph, [77.0, 540.0, 650.0, 18.0], AYVwGTrEkm, 5776216]
[paragraph, [77.0, 558.0, 650.0, 18.0], AYVwGTrEkm, 5776216]
[paragraph, [77.0, 588.0, 653.0, 18.0], 3_EuuMb9JA, 5776216]
[paragraph, [77.0, 606.0, 653.0, 18.0], 3_EuuMb9JA, 5776216]
[paragraph, [77.0, 624.0, 653.0, 18.0], 3_EuuMb9JA, 5776216]
[paragraph, [77.0, 642.0, 653.0, 18.0], 3_EuuMb9JA, 5776216]
[paragraph, [77.0, 665.0, 654.0, 18.0], dKxTTjnqmq, 5776216]
[paragraph, [77.0, 683.0, 654.0, 18.0], dKxTTjnqmq, 5776216]
[paragraph, [77.0, 701.0, 654.0, 18.0], dKxTTjnqmq, 5776216]
[paragraph, [77.0, 719.0, 654.0, 18.0], dKxTTjnqmq, 5776216]
[paragraph, [77.0, 737.0, 654.0, 18.0], dKxTTjnqmq, 5776216]
[paragraph, [75.0, 765.0, 653.0, 18.0], zSAhqzapHL, 5776216]
[paragraph, [75.0, 783.0, 653.0, 18.0], zSAhqzapHL, 5776216]
[paragraph, [75.0, 801.0, 653.0, 18.0], zSAhqzapHL, 5776216]
[paragraph, [75.0, 819.0, 653.0, 18.0], zSAhqzapHL, 5776216]
[paragraph, [74.0, 845.0, 378.0, 18.0], 4ypMc1ZJQ7, 5776216]
[paragraph, [74.0, 866.0, 379.0, 18.0], x0c5ELDsBh, 5776216]
[paragraph, [74.0, 895.0, 667.0, 18.0], KRzdxa5P2Z, 5776216]
[paragraph, [74.0, 913.0, 667.0, 18.0], KRzdxa5P2Z, 5776216]
[paragraph, [74.0, 931.0, 667.0, 18.0], KRzdxa5P2Z, 5776216]
[paragraph, [74.0, 967.0, 521.0, 18.0], VipTTpsgGs, 5776216]
[paragraph, [72.0, 992.0, 671.0, 18.0], Qt3pS9FhTt, 5776216]
[paragraph, [72.0, 1010.0, 671.0, 18.0], Qt3pS9FhTt, 5776216]
[paragraph, [73.0, 1041.0, 677.0, 18.0], eJ3uB8d6q2, 5776216]
[paragraph, [73.0, 1059.0, 677.0, 18.0], eJ3uB8d6q2, 5776216]
