[2339, 1654]
[folio, [1339.0, 45.0, 233.0, 36.0], BeFgyWOJUJ, 5750318]
[paragraph, [113.0, 97.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 133.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 169.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 205.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 241.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 277.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 313.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 349.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 385.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 421.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 457.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 493.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 529.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 565.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 601.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 637.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 673.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 709.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 745.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 781.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 817.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 853.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 889.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 925.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 961.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 997.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1033.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1069.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1105.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1141.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1177.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1213.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1249.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1285.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1321.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1357.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1393.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1429.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1465.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1501.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1537.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1573.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1609.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1645.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1681.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1717.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1753.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1789.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1825.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1861.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1897.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1933.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 1969.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
[paragraph, [113.0, 2005.0, 1458.0, 36.0], shoonya_0s3ZLB8LRB0UQZ, 5750318]
