[1806, 1262]
[folio, [630.0, 99.0, 464.0, 36.0], ghrCXb7GXg, 5681071]
[paragraph, [97.0, 172.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 208.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 244.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 280.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 316.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 352.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 388.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 424.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 460.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 496.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 532.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 568.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 604.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 640.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 676.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 712.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 748.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 784.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 820.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 856.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 892.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 928.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 964.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 1000.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 1036.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 1072.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 1108.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 1144.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 1180.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [97.0, 1216.0, 504.0, 36.0], shoonya_2sQY17KZK7C67N, 5681071]
[paragraph, [651.0, 176.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 212.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 248.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 284.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 320.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 356.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 392.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 428.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 464.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 500.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 536.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 572.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 608.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 644.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 680.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 716.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 752.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 788.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 824.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 860.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 896.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [651.0, 932.0, 509.0, 36.0], shoonya_0s4NS2ADBWWMFL, 5681071]
[paragraph, [654.0, 1017.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1053.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1089.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1125.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1161.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1197.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1233.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1269.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1305.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1341.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1377.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1413.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1449.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1485.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1521.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1557.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [654.0, 1593.0, 504.0, 36.0], shoonya_1s2L6JR0GVBKXF, 5681071]
[paragraph, [105.0, 1273.0, 499.0, 36.0], 9aKdPNfxUj, 5681071]
[paragraph, [105.0, 1309.0, 499.0, 36.0], 9aKdPNfxUj, 5681071]
[paragraph, [105.0, 1345.0, 499.0, 36.0], 9aKdPNfxUj, 5681071]
[paragraph, [105.0, 1381.0, 499.0, 36.0], 9aKdPNfxUj, 5681071]
[paragraph, [105.0, 1417.0, 499.0, 36.0], 9aKdPNfxUj, 5681071]
[paragraph, [105.0, 1453.0, 499.0, 36.0], 9aKdPNfxUj, 5681071]
[paragraph, [105.0, 1489.0, 499.0, 36.0], 9aKdPNfxUj, 5681071]
[paragraph, [105.0, 1525.0, 499.0, 36.0], 9aKdPNfxUj, 5681071]
[paragraph, [105.0, 1561.0, 499.0, 36.0], 9aKdPNfxUj, 5681071]
[paragraph, [105.0, 1597.0, 499.0, 36.0], 9aKdPNfxUj, 5681071]
[paragraph, [105.0, 1633.0, 499.0, 36.0], 9aKdPNfxUj, 5681071]
[paragraph, [105.0, 1669.0, 499.0, 36.0], 9aKdPNfxUj, 5681071]
[paragraph, [666.0, 1629.0, 492.0, 36.0], shoonya_3s610UO0WLUTMX, 5681071]
[paragraph, [666.0, 1665.0, 492.0, 36.0], shoonya_3s610UO0WLUTMX, 5681071]
