[2200, 1700]
[paragraph, [371.0, 111.0, 1135.0, 36.0], shoonya_1s53PZU4UKWCOI, 5734619]
[paragraph, [371.0, 147.0, 1135.0, 36.0], shoonya_1s53PZU4UKWCOI, 5734619]
[paragraph, [371.0, 183.0, 1135.0, 36.0], shoonya_1s53PZU4UKWCOI, 5734619]
[paragraph, [371.0, 219.0, 1135.0, 36.0], shoonya_1s53PZU4UKWCOI, 5734619]
[paragraph, [371.0, 255.0, 1135.0, 36.0], shoonya_1s53PZU4UKWCOI, 5734619]
[paragraph, [371.0, 291.0, 1135.0, 36.0], shoonya_1s53PZU4UKWCOI, 5734619]
[paragraph, [371.0, 327.0, 1135.0, 36.0], shoonya_1s53PZU4UKWCOI, 5734619]
[paragraph, [371.0, 363.0, 1135.0, 36.0], shoonya_1s53PZU4UKWCOI, 5734619]
[paragraph, [371.0, 399.0, 1135.0, 36.0], shoonya_1s53PZU4UKWCOI, 5734619]
[paragraph, [371.0, 435.0, 1135.0, 36.0], shoonya_1s53PZU4UKWCOI, 5734619]
[paragraph, [371.0, 471.0, 1135.0, 36.0], shoonya_1s53PZU4UKWCOI, 5734619]
[paragraph, [371.0, 507.0, 1135.0, 36.0], shoonya_1s53PZU4UKWCOI, 5734619]
[paragraph, [374.0, 578.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 614.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 650.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 686.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 722.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 758.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 794.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 830.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 866.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 902.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 938.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 974.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1010.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1046.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1082.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1118.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1154.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1190.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1226.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1262.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1298.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1334.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1370.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1406.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1442.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1478.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1514.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [374.0, 1550.0, 1133.0, 36.0], shoonya_2s665VA64B6SIN, 5734619]
[paragraph, [371.0, 1658.0, 1135.0, 36.0], shoonya_0s3V194DHUGM24, 5734619]
[paragraph, [371.0, 1694.0, 1135.0, 36.0], shoonya_0s3V194DHUGM24, 5734619]
[paragraph, [371.0, 1730.0, 1135.0, 36.0], shoonya_0s3V194DHUGM24, 5734619]
[paragraph, [371.0, 1766.0, 1135.0, 36.0], shoonya_0s3V194DHUGM24, 5734619]
[paragraph, [371.0, 1802.0, 1135.0, 36.0], shoonya_0s3V194DHUGM24, 5734619]
[paragraph, [371.0, 1838.0, 1135.0, 36.0], shoonya_0s3V194DHUGM24, 5734619]
[paragraph, [371.0, 1874.0, 1135.0, 36.0], shoonya_0s3V194DHUGM24, 5734619]
[paragraph, [371.0, 1910.0, 1135.0, 36.0], shoonya_0s3V194DHUGM24, 5734619]
[paragraph, [371.0, 1946.0, 1135.0, 36.0], shoonya_0s3V194DHUGM24, 5734619]
[paragraph, [371.0, 1982.0, 1135.0, 36.0], shoonya_0s3V194DHUGM24, 5734619]
