[2339, 1656]
[section-title, [195.0, 158.0, 306.0, 52.5], shoonya_9s3ZRI8I1J5S67, 5735819]
[paragraph, [189.0, 885.0, 1271.0, 36.0], shoonya_10s7DQQ4TURQ6U, 5735819]
[paragraph, [192.0, 973.0, 1271.0, 36.0], shoonya_4s0UEI8R9CGMQU, 5735819]
[paragraph, [192.0, 1009.0, 1271.0, 36.0], shoonya_4s0UEI8R9CGMQU, 5735819]
[paragraph, [192.0, 1045.0, 1271.0, 36.0], shoonya_4s0UEI8R9CGMQU, 5735819]
[paragraph, [192.0, 1081.0, 1271.0, 36.0], shoonya_4s0UEI8R9CGMQU, 5735819]
[sub-ordered-list, [299.0, 1605.0, 823.0, 36.0], shoonya_7sEQZK6N2UK779, 5735819]
[sub-ordered-list, [299.0, 1641.0, 823.0, 36.0], shoonya_7sEQZK6N2UK779, 5735819]
[paragraph, [192.0, 1723.0, 1273.0, 36.0], shoonya_5sK33S77RAV0BC, 5735819]
[paragraph, [192.0, 1759.0, 1273.0, 36.0], shoonya_5sK33S77RAV0BC, 5735819]
[paragraph, [192.0, 1795.0, 1273.0, 36.0], shoonya_5sK33S77RAV0BC, 5735819]
[paragraph, [192.0, 1831.0, 1273.0, 36.0], shoonya_5sK33S77RAV0BC, 5735819]
