[1447, 1063]
[folio, [426.0, 53.0, 208.0, 18.0], g2dxsUJV3-, 5762808]
[paragraph, [534.0, 90.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 108.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 126.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 144.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 162.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 180.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 198.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 216.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 234.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 252.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 270.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 288.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 306.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 324.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 342.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 360.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 378.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 396.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[paragraph, [534.0, 414.0, 438.0, 18.0], 4TtMBgY_Z2, 5762808]
[section-title, [119.0, 473.0, 586.0, 30.0], shoonya_5sPVQ1X3TOEGZ9, 5762808]
[paragraph, [116.0, 520.0, 825.0, 18.0], shoonya_4sIRVKL1Z5TBS5, 5762808]
[paragraph, [116.0, 538.0, 825.0, 18.0], shoonya_4sIRVKL1Z5TBS5, 5762808]
[paragraph, [116.0, 556.0, 825.0, 18.0], shoonya_4sIRVKL1Z5TBS5, 5762808]
[paragraph, [116.0, 574.0, 825.0, 18.0], shoonya_4sIRVKL1Z5TBS5, 5762808]
[paragraph, [116.0, 592.0, 825.0, 18.0], shoonya_4sIRVKL1Z5TBS5, 5762808]
[paragraph, [116.0, 610.0, 825.0, 18.0], shoonya_4sIRVKL1Z5TBS5, 5762808]
[paragraph, [149.0, 650.0, 219.0, 18.0], shoonya_6sZXA4YM3ZHGU8, 5762808]
[paragraph, [149.0, 668.0, 219.0, 18.0], shoonya_6sZXA4YM3ZHGU8, 5762808]
[paragraph, [149.0, 686.0, 219.0, 18.0], shoonya_6sZXA4YM3ZHGU8, 5762808]
[paragraph, [149.0, 704.0, 219.0, 18.0], shoonya_6sZXA4YM3ZHGU8, 5762808]
[paragraph, [149.0, 722.0, 219.0, 18.0], shoonya_6sZXA4YM3ZHGU8, 5762808]
[paragraph, [114.0, 760.0, 827.0, 18.0], ci0pijOH5-, 5762808]
[paragraph, [114.0, 778.0, 827.0, 18.0], ci0pijOH5-, 5762808]
[paragraph, [114.0, 796.0, 827.0, 18.0], ci0pijOH5-, 5762808]
[paragraph, [114.0, 814.0, 827.0, 18.0], ci0pijOH5-, 5762808]
[paragraph, [114.0, 832.0, 827.0, 18.0], ci0pijOH5-, 5762808]
[paragraph, [114.0, 850.0, 827.0, 18.0], ci0pijOH5-, 5762808]
[paragraph, [116.0, 892.0, 825.0, 18.0], m7vJ92thp0, 5762808]
[paragraph, [116.0, 910.0, 825.0, 18.0], m7vJ92thp0, 5762808]
[paragraph, [116.0, 928.0, 825.0, 18.0], m7vJ92thp0, 5762808]
[paragraph, [116.0, 946.0, 825.0, 18.0], m7vJ92thp0, 5762808]
[paragraph, [116.0, 964.0, 825.0, 18.0], m7vJ92thp0, 5762808]
[paragraph, [116.0, 1000.0, 822.0, 18.0], 5ANOmdELh9, 5762808]
[paragraph, [116.0, 1018.0, 822.0, 18.0], 5ANOmdELh9, 5762808]
[paragraph, [116.0, 1036.0, 822.0, 18.0], 5ANOmdELh9, 5762808]
