[1200, 825]
[paragraph, [144.0, 106.0, 535.0, 18.0], shoonya_2sOBKMKKAW0EFX, 5690829]
[paragraph, [144.0, 124.0, 535.0, 18.0], shoonya_2sOBKMKKAW0EFX, 5690829]
[paragraph, [144.0, 142.0, 535.0, 18.0], shoonya_2sOBKMKKAW0EFX, 5690829]
[paragraph, [144.0, 160.0, 535.0, 18.0], shoonya_2sOBKMKKAW0EFX, 5690829]
[paragraph, [144.0, 178.0, 535.0, 18.0], shoonya_2sOBKMKKAW0EFX, 5690829]
[paragraph, [144.0, 196.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 214.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 232.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 250.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 268.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 286.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 304.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 322.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 340.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 358.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 376.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 394.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 412.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 430.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 448.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 466.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 484.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [144.0, 502.0, 538.0, 18.0], shoonya_1sHETBG02PVBIX, 5690829]
[paragraph, [145.0, 521.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 539.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 557.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 575.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 593.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 611.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 629.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 647.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 665.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 683.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 701.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 719.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 737.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 755.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 773.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 791.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 809.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 827.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 845.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 863.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 881.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [145.0, 899.0, 536.0, 18.0], shoonya_0s45B7IEEHH4XZ, 5690829]
[paragraph, [144.0, 929.0, 538.0, 18.0], shoonya_4sK0URMTBAUKJJ, 5690829]
[paragraph, [144.0, 947.0, 538.0, 18.0], shoonya_4sK0URMTBAUKJJ, 5690829]
[paragraph, [144.0, 965.0, 538.0, 18.0], shoonya_4sK0URMTBAUKJJ, 5690829]
[paragraph, [144.0, 983.0, 538.0, 18.0], shoonya_4sK0URMTBAUKJJ, 5690829]
[paragraph, [144.0, 1001.0, 538.0, 18.0], shoonya_4sK0URMTBAUKJJ, 5690829]
[paragraph, [144.0, 1019.0, 538.0, 18.0], shoonya_4sK0URMTBAUKJJ, 5690829]
