[1753, 1240]
[headline, [40.0, 38.0, 1162.0, 37.5], UtyATNaDPB, 5715263]
[ordered-list, [617.0, 84.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 120.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 156.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 192.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 228.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 264.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 300.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 336.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 372.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 408.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 444.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 480.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 516.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 552.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 588.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [617.0, 624.0, 593.0, 36.0], shoonya_2s8KMBIPOG9N4U, 5715263]
[ordered-list, [31.0, 87.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 123.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 159.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 195.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 231.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 267.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 303.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 339.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 375.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 411.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 447.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 483.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 519.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 555.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 591.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 627.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 663.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 699.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 735.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 771.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 807.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 843.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 879.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 915.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 951.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 987.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 1023.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 1059.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 1095.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 1131.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 1167.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 1203.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 1239.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 1275.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[ordered-list, [31.0, 1311.0, 579.0, 36.0], shoonya_1sIA5M0O2BPIQA, 5715263]
[paragraph, [624.0, 742.0, 584.0, 36.0], Jorw5ESx8r, 5715263]
[paragraph, [624.0, 778.0, 584.0, 36.0], Jorw5ESx8r, 5715263]
[paragraph, [621.0, 816.0, 592.0, 36.0], -nBu2kRrtF, 5715263]
[paragraph, [621.0, 852.0, 592.0, 36.0], -nBu2kRrtF, 5715263]
[paragraph, [621.0, 888.0, 592.0, 36.0], -nBu2kRrtF, 5715263]
[paragraph, [621.0, 924.0, 592.0, 36.0], -nBu2kRrtF, 5715263]
[paragraph, [624.0, 962.0, 578.0, 36.0], sZXwicdXqi, 5715263]
[paragraph, [624.0, 998.0, 578.0, 36.0], sZXwicdXqi, 5715263]
[paragraph, [624.0, 1034.0, 578.0, 36.0], sZXwicdXqi, 5715263]
[paragraph, [624.0, 1070.0, 578.0, 36.0], sZXwicdXqi, 5715263]
[paragraph, [624.0, 1106.0, 578.0, 36.0], sZXwicdXqi, 5715263]
[paragraph, [624.0, 1142.0, 578.0, 36.0], sZXwicdXqi, 5715263]
[paragraph, [624.0, 1178.0, 578.0, 36.0], sZXwicdXqi, 5715263]
[paragraph, [624.0, 1214.0, 578.0, 36.0], sZXwicdXqi, 5715263]
[paragraph, [626.0, 1255.0, 575.0, 36.0], hgxlrPa-uu, 5715263]
[paragraph, [626.0, 1291.0, 575.0, 36.0], hgxlrPa-uu, 5715263]
[figure-caption, [787.0, 1635.0, 94.0, 36.0], oyeSNt28Xq, 5715263]
