[2339, 1653]
[paragraph, [251.0, 241.0, 1149.0, 36.0], shoonya_2sQORH9PY1ROWL, 5687521]
[paragraph, [251.0, 277.0, 1149.0, 36.0], shoonya_2sQORH9PY1ROWL, 5687521]
[paragraph, [251.0, 313.0, 1149.0, 36.0], shoonya_2sQORH9PY1ROWL, 5687521]
[paragraph, [248.0, 376.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 412.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 448.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 484.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 520.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 556.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 592.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 628.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 664.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 700.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 736.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 772.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 808.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [248.0, 844.0, 1157.0, 36.0], shoonya_0sSM4D4SYNBB8I, 5687521]
[paragraph, [445.0, 911.0, 825.0, 36.0], kbJUcO-LKo, 5687521]
[paragraph, [445.0, 947.0, 825.0, 36.0], kbJUcO-LKo, 5687521]
[paragraph, [445.0, 983.0, 825.0, 36.0], kbJUcO-LKo, 5687521]
[paragraph, [445.0, 1019.0, 825.0, 36.0], kbJUcO-LKo, 5687521]
[paragraph, [445.0, 1055.0, 825.0, 36.0], kbJUcO-LKo, 5687521]
[paragraph, [445.0, 1091.0, 825.0, 36.0], kbJUcO-LKo, 5687521]
[paragraph, [445.0, 1127.0, 825.0, 36.0], kbJUcO-LKo, 5687521]
[paragraph, [445.0, 1163.0, 825.0, 36.0], kbJUcO-LKo, 5687521]
[paragraph, [445.0, 1199.0, 825.0, 36.0], kbJUcO-LKo, 5687521]
[paragraph, [449.0, 1270.0, 380.0, 36.0], vT_yrZcHtQ, 5687521]
[reference, [833.0, 1270.0, 110.0, 36.0], Z5zdsp3Sgf, 5687521]
[paragraph, [247.0, 1324.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1360.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1396.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1432.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1468.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1504.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1540.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1576.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1612.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1648.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1684.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1720.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1756.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1792.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1828.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1864.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1900.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1936.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 1972.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
[paragraph, [247.0, 2008.0, 1157.0, 36.0], shoonya_1sGSEJ9FGLI8YY, 5687521]
