[1656, 1296]
[chapter-title, [273.0, 74.0, 754.0, 58.5], shoonya_15sULO0CBQ5A1A, 5656374]
[chapter-title, [273.0, 132.5, 754.0, 58.5], shoonya_15sULO0CBQ5A1A, 5656374]
[chapter-title, [273.0, 191.0, 754.0, 58.5], shoonya_15sULO0CBQ5A1A, 5656374]
[section-title, [374.0, 274.0, 555.0, 49.5], lNgmPvwuBc, 5656374]
[paragraph, [52.0, 327.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [52.0, 363.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [52.0, 399.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [52.0, 435.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [52.0, 471.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [52.0, 507.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [52.0, 543.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [52.0, 579.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [52.0, 615.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [52.0, 651.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [52.0, 687.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [52.0, 723.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [52.0, 759.0, 526.0, 36.0], shoonya_0sU11RG505VOFH, 5656374]
[paragraph, [580.0, 384.0, 441.0, 36.0], shoonya_1sZE1SQ7PYW16D, 5656374]
[paragraph, [580.0, 420.0, 441.0, 36.0], shoonya_1sZE1SQ7PYW16D, 5656374]
[paragraph, [580.0, 456.0, 441.0, 36.0], shoonya_1sZE1SQ7PYW16D, 5656374]
[paragraph, [580.0, 492.0, 441.0, 36.0], shoonya_1sZE1SQ7PYW16D, 5656374]
[paragraph, [580.0, 528.0, 441.0, 36.0], shoonya_1sZE1SQ7PYW16D, 5656374]
[paragraph, [580.0, 564.0, 441.0, 36.0], shoonya_1sZE1SQ7PYW16D, 5656374]
[paragraph, [580.0, 600.0, 441.0, 36.0], shoonya_1sZE1SQ7PYW16D, 5656374]
[section-title, [74.0, 826.0, 444.0, 49.5], shoonya_14sC4RLD2AW8LL, 5656374]
[ordered-list, [654.0, 835.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
