[1518, 1075]
[folio, [553.0, 110.0, 80.0, 36.0], y8fyzq-F9P, 5722325]
[paragraph, [112.0, 167.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 203.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 239.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 275.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 311.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 347.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 383.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 419.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 455.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 491.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 527.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 563.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 599.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 635.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 671.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 707.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [112.0, 743.0, 435.0, 36.0], shoonya_2sKU52CQQPY0PZ, 5722325]
[paragraph, [552.0, 167.0, 435.0, 36.0], shoonya_4sEEW4QRU40TQW, 5722325]
[paragraph, [552.0, 203.0, 435.0, 36.0], shoonya_4sEEW4QRU40TQW, 5722325]
[paragraph, [552.0, 239.0, 435.0, 36.0], shoonya_4sEEW4QRU40TQW, 5722325]
[paragraph, [552.0, 275.0, 435.0, 36.0], shoonya_4sEEW4QRU40TQW, 5722325]
[paragraph, [552.0, 311.0, 435.0, 36.0], shoonya_4sEEW4QRU40TQW, 5722325]
[paragraph, [554.0, 361.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 397.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 433.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 469.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 505.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 541.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 577.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 613.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 649.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 685.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 721.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 757.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 793.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 829.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 865.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 901.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 937.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 973.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 1009.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 1045.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 1081.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 1117.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 1153.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 1189.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 1225.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [554.0, 1261.0, 434.0, 36.0], shoonya_3s36PLFL3KG232, 5722325]
[paragraph, [108.0, 802.0, 439.0, 36.0], shoonya_0s5ZMDA9BGI7UH, 5722325]
[paragraph, [108.0, 838.0, 439.0, 36.0], shoonya_0s5ZMDA9BGI7UH, 5722325]
[paragraph, [108.0, 874.0, 439.0, 36.0], shoonya_0s5ZMDA9BGI7UH, 5722325]
[paragraph, [108.0, 910.0, 439.0, 36.0], shoonya_0s5ZMDA9BGI7UH, 5722325]
[paragraph, [108.0, 946.0, 439.0, 36.0], shoonya_0s5ZMDA9BGI7UH, 5722325]
[paragraph, [108.0, 982.0, 439.0, 36.0], shoonya_0s5ZMDA9BGI7UH, 5722325]
[paragraph, [108.0, 1044.0, 440.0, 36.0], shoonya_1s2857RT81QD8R, 5722325]
[paragraph, [108.0, 1080.0, 440.0, 36.0], shoonya_1s2857RT81QD8R, 5722325]
[paragraph, [108.0, 1116.0, 440.0, 36.0], shoonya_1s2857RT81QD8R, 5722325]
[paragraph, [108.0, 1152.0, 440.0, 36.0], shoonya_1s2857RT81QD8R, 5722325]
[paragraph, [108.0, 1188.0, 440.0, 36.0], shoonya_1s2857RT81QD8R, 5722325]
[paragraph, [108.0, 1224.0, 440.0, 36.0], shoonya_1s2857RT81QD8R, 5722325]
[paragraph, [108.0, 1260.0, 440.0, 36.0], shoonya_1s2857RT81QD8R, 5722325]
[paragraph, [108.0, 1296.0, 440.0, 36.0], shoonya_1s2857RT81QD8R, 5722325]
[folio, [195.0, 1390.0, 421.0, 36.0], shoonya_7sEXT9BNF4Y5FA, 5722325]
