[2339, 1653]
[paragraph, [236.0, 187.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 223.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 259.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 295.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 331.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 367.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 403.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 439.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 475.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 511.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 547.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 583.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 619.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [236.0, 655.0, 1175.0, 36.0], shoonya_1s5UEPDHG1VKFA, 5753951]
[paragraph, [234.0, 766.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 802.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 838.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 874.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 910.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 946.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 982.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 1018.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 1054.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 1090.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 1126.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 1162.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 1198.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 1234.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 1270.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 1306.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [234.0, 1342.0, 1177.0, 36.0], shoonya_0sN8MFU88EWJOM, 5753951]
[paragraph, [513.0, 1441.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1477.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1513.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1549.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1585.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1621.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1657.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1693.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1729.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1765.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1801.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1837.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1873.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
[paragraph, [513.0, 1909.0, 359.0, 36.0], shoonya_3sWWYYEQRGJMIZ, 5753951]
