[1372, 849]
[section-title, [347.0, 70.0, 159.0, 30.0], shoonya_1sND8WDOAACV0A, 5709705]
[paragraph, [61.0, 128.0, 732.0, 18.0], FfLCeI_syK, 5709705]
[paragraph, [61.0, 146.0, 732.0, 18.0], FfLCeI_syK, 5709705]
[paragraph, [61.0, 164.0, 732.0, 18.0], FfLCeI_syK, 5709705]
[paragraph, [61.0, 182.0, 732.0, 18.0], FfLCeI_syK, 5709705]
[paragraph, [61.0, 200.0, 732.0, 18.0], FfLCeI_syK, 5709705]
[paragraph, [61.0, 218.0, 732.0, 18.0], FfLCeI_syK, 5709705]
[paragraph, [61.0, 236.0, 732.0, 18.0], FfLCeI_syK, 5709705]
[paragraph, [61.0, 254.0, 732.0, 18.0], FfLCeI_syK, 5709705]
[paragraph, [61.0, 272.0, 732.0, 18.0], FfLCeI_syK, 5709705]
[paragraph, [61.0, 290.0, 732.0, 18.0], FfLCeI_syK, 5709705]
[paragraph, [61.0, 308.0, 732.0, 18.0], FfLCeI_syK, 5709705]
[paragraph, [60.0, 343.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 361.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 379.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 397.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 415.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 433.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 451.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 469.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 487.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 505.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 523.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 541.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 559.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 577.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 595.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 613.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 631.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 649.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 667.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 685.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 703.0, 734.0, 18.0], Qfr2ywiX3E, 5709705]
[paragraph, [60.0, 739.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 757.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 775.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 793.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 811.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 829.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 847.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 865.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 883.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 901.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 919.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 937.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 955.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 973.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 991.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1009.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1027.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1045.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1063.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1081.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1099.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1117.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1135.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1153.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1171.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1189.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1207.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1225.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1243.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1261.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
[paragraph, [60.0, 1279.0, 735.0, 18.0], LL-LxjNzyd, 5709705]
