[1951, 1219]
[folio, [227.0, 119.0, 210.0, 36.0], shoonya_1sZ4DPS0JNLORQ, 5682641]
[paragraph, [131.0, 211.0, 963.0, 36.0], frYdVjTEPy, 5682641]
[paragraph, [131.0, 247.0, 963.0, 36.0], frYdVjTEPy, 5682641]
[paragraph, [131.0, 283.0, 963.0, 36.0], frYdVjTEPy, 5682641]
[paragraph, [131.0, 333.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 369.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 405.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 441.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 477.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 513.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 549.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 585.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 621.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 657.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 693.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 729.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 765.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 801.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 837.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 873.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [131.0, 909.0, 967.0, 36.0], 98oGCy0RtQ, 5682641]
[paragraph, [129.0, 975.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1011.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1047.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1083.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1119.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1155.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1191.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1227.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1263.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1299.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1335.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1371.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1407.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1443.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1479.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1515.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1551.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1587.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1623.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [129.0, 1659.0, 963.0, 36.0], zZAYtxNInn, 5682641]
[paragraph, [127.0, 1723.0, 969.0, 36.0], _3AiaILK45, 5682641]
[paragraph, [127.0, 1759.0, 969.0, 36.0], _3AiaILK45, 5682641]
[paragraph, [127.0, 1795.0, 969.0, 36.0], _3AiaILK45, 5682641]
