[792, 612]
[paragraph, [61.0, 51.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 69.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 87.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 105.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 123.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 141.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 159.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 177.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 195.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 213.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 231.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 249.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 267.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 285.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 303.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 321.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 339.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 357.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 375.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 393.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 411.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 429.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 447.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 465.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 483.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 501.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [61.0, 519.0, 161.0, 18.0], kSgjcIKSg6, 6515523]
[paragraph, [227.0, 473.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [227.0, 491.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [227.0, 509.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [227.0, 527.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [227.0, 545.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [227.0, 563.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [227.0, 581.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [227.0, 599.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [227.0, 617.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [227.0, 635.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [227.0, 653.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [227.0, 671.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [227.0, 689.0, 159.0, 18.0], LfZ4HLvoVu, 6515523]
[paragraph, [390.0, 475.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [390.0, 493.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [390.0, 511.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [390.0, 529.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [390.0, 547.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [390.0, 565.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [390.0, 583.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [390.0, 601.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [390.0, 619.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [390.0, 637.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [390.0, 655.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [390.0, 673.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [390.0, 691.0, 162.0, 18.0], fbWHMP_MjT, 6515523]
[paragraph, [59.0, 544.0, 163.0, 18.0], T2afFUnt1F, 6515523]
[paragraph, [59.0, 562.0, 163.0, 18.0], T2afFUnt1F, 6515523]
[paragraph, [59.0, 580.0, 163.0, 18.0], T2afFUnt1F, 6515523]
[paragraph, [59.0, 598.0, 163.0, 18.0], T2afFUnt1F, 6515523]
[paragraph, [59.0, 616.0, 163.0, 18.0], T2afFUnt1F, 6515523]
[paragraph, [59.0, 634.0, 163.0, 18.0], T2afFUnt1F, 6515523]
[paragraph, [59.0, 652.0, 163.0, 18.0], T2afFUnt1F, 6515523]
[paragraph, [59.0, 670.0, 163.0, 18.0], T2afFUnt1F, 6515523]
[paragraph, [59.0, 688.0, 163.0, 18.0], T2afFUnt1F, 6515523]
