[2200, 1700]
[paragraph, [375.0, 115.0, 1127.0, 36.0], shoonya_3sFTHVJR3V3Z4E, 5734498]
[paragraph, [375.0, 151.0, 1127.0, 36.0], shoonya_3sFTHVJR3V3Z4E, 5734498]
[paragraph, [375.0, 187.0, 1127.0, 36.0], shoonya_3sFTHVJR3V3Z4E, 5734498]
[paragraph, [375.0, 223.0, 1127.0, 36.0], shoonya_3sFTHVJR3V3Z4E, 5734498]
[paragraph, [371.0, 301.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 337.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 373.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 409.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 445.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 481.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 517.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 553.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 589.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 625.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 661.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 697.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 733.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 769.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 805.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 841.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 877.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [371.0, 913.0, 1136.0, 36.0], shoonya_1sF1WZ8RYQBJJU, 5734498]
[paragraph, [373.0, 991.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1027.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1063.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1099.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1135.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1171.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1207.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1243.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1279.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1315.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1351.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1387.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1423.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1459.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1495.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1531.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1567.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1603.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1639.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [373.0, 1675.0, 1133.0, 36.0], shoonya_0sP954TGIGDTWC, 5734498]
[paragraph, [375.0, 1735.0, 1131.0, 36.0], shoonya_2sZEYB0ZS4YPY8, 5734498]
[paragraph, [375.0, 1771.0, 1131.0, 36.0], shoonya_2sZEYB0ZS4YPY8, 5734498]
[paragraph, [375.0, 1807.0, 1131.0, 36.0], shoonya_2sZEYB0ZS4YPY8, 5734498]
[paragraph, [375.0, 1843.0, 1131.0, 36.0], shoonya_2sZEYB0ZS4YPY8, 5734498]
[paragraph, [375.0, 1879.0, 1131.0, 36.0], shoonya_2sZEYB0ZS4YPY8, 5734498]
[paragraph, [375.0, 1915.0, 1131.0, 36.0], shoonya_2sZEYB0ZS4YPY8, 5734498]
[paragraph, [375.0, 1951.0, 1131.0, 36.0], shoonya_2sZEYB0ZS4YPY8, 5734498]
[paragraph, [375.0, 1987.0, 1131.0, 36.0], shoonya_2sZEYB0ZS4YPY8, 5734498]
[paragraph, [375.0, 2023.0, 1131.0, 36.0], shoonya_2sZEYB0ZS4YPY8, 5734498]
