[1418, 1034]
[author, [777.0, 142.0, 187.0, 18.0], shoonya_3sA14HX49THFAX, 5725894]
[figure-caption, [777.0, 142.0, 186.0, 18.0], shoonya_5sC48FXY5BZFGL, 5725894]
[figure-caption, [613.0, 261.0, 369.0, 18.0], RIOkibbues, 5725894]
[figure-caption, [613.0, 279.0, 369.0, 18.0], RIOkibbues, 5725894]
[figure-caption, [613.0, 297.0, 369.0, 18.0], RIOkibbues, 5725894]
[figure-caption, [613.0, 315.0, 369.0, 18.0], RIOkibbues, 5725894]
[figure-caption, [613.0, 333.0, 369.0, 18.0], RIOkibbues, 5725894]
[figure-caption, [613.0, 351.0, 369.0, 18.0], RIOkibbues, 5725894]
[figure-caption, [613.0, 369.0, 369.0, 18.0], RIOkibbues, 5725894]
[figure-caption, [613.0, 387.0, 369.0, 18.0], RIOkibbues, 5725894]
[figure-caption, [613.0, 405.0, 369.0, 18.0], RIOkibbues, 5725894]
[figure-caption, [828.0, 449.0, 151.0, 18.0], JhhQFfuk-J, 5725894]
[figure-caption, [828.0, 467.0, 151.0, 18.0], JhhQFfuk-J, 5725894]
[contact-info, [854.0, 500.0, 99.0, 18.0], shoonya_11s0UV1Z1LTI64, 5725894]
[contact-info, [854.0, 518.0, 99.0, 18.0], shoonya_11s0UV1Z1LTI64, 5725894]
[contact-info, [854.0, 536.0, 99.0, 18.0], shoonya_11s0UV1Z1LTI64, 5725894]
[contact-info, [854.0, 554.0, 99.0, 18.0], shoonya_11s0UV1Z1LTI64, 5725894]
[contact-info, [854.0, 572.0, 99.0, 18.0], shoonya_11s0UV1Z1LTI64, 5725894]
[headline, [122.0, 558.0, 258.0, 25.5], shoonya_0sAPPDGO4342B9, 5725894]
[headline, [122.0, 583.5, 258.0, 25.5], shoonya_0sAPPDGO4342B9, 5725894]
[headline, [122.0, 609.0, 258.0, 25.5], shoonya_0sAPPDGO4342B9, 5725894]
[headline, [546.0, 558.0, 245.0, 25.5], shoonya_4s41J7DQMH88GY, 5725894]
[headline, [546.0, 583.5, 245.0, 25.5], shoonya_4s41J7DQMH88GY, 5725894]
[headline, [546.0, 609.0, 245.0, 25.5], shoonya_4s41J7DQMH88GY, 5725894]
[figure-caption, [800.0, 608.0, 205.0, 18.0], shoonya_7sYFRUMSAH2WYP, 5725894]
[paragraph, [120.0, 648.0, 396.0, 18.0], shoonya_9sHT5QS5QTTOPK, 5725894]
[paragraph, [120.0, 666.0, 396.0, 18.0], shoonya_9sHT5QS5QTTOPK, 5725894]
[paragraph, [120.0, 684.0, 396.0, 18.0], shoonya_9sHT5QS5QTTOPK, 5725894]
[paragraph, [120.0, 702.0, 396.0, 18.0], shoonya_9sHT5QS5QTTOPK, 5725894]
[paragraph, [120.0, 720.0, 396.0, 18.0], shoonya_9sHT5QS5QTTOPK, 5725894]
[paragraph, [120.0, 738.0, 396.0, 18.0], shoonya_9sHT5QS5QTTOPK, 5725894]
[paragraph, [120.0, 756.0, 396.0, 18.0], shoonya_9sHT5QS5QTTOPK, 5725894]
[paragraph, [120.0, 774.0, 396.0, 18.0], shoonya_9sHT5QS5QTTOPK, 5725894]
[paragraph, [120.0, 792.0, 396.0, 18.0], shoonya_9sHT5QS5QTTOPK, 5725894]
[paragraph, [120.0, 810.0, 396.0, 18.0], shoonya_9sHT5QS5QTTOPK, 5725894]
[paragraph, [120.0, 828.0, 396.0, 18.0], shoonya_9sHT5QS5QTTOPK, 5725894]
[paragraph, [120.0, 846.0, 396.0, 18.0], shoonya_9sHT5QS5QTTOPK, 5725894]
[paragraph, [549.0, 651.0, 388.0, 18.0], shoonya_1s3FIWW4CRYF2L, 5725894]
[paragraph, [549.0, 669.0, 388.0, 18.0], shoonya_1s3FIWW4CRYF2L, 5725894]
[paragraph, [549.0, 687.0, 388.0, 18.0], shoonya_1s3FIWW4CRYF2L, 5725894]
[paragraph, [549.0, 705.0, 388.0, 18.0], shoonya_1s3FIWW4CRYF2L, 5725894]
[paragraph, [549.0, 723.0, 388.0, 18.0], shoonya_1s3FIWW4CRYF2L, 5725894]
[paragraph, [549.0, 741.0, 388.0, 18.0], shoonya_1s3FIWW4CRYF2L, 5725894]
[paragraph, [549.0, 759.0, 388.0, 18.0], shoonya_1s3FIWW4CRYF2L, 5725894]
[paragraph, [549.0, 777.0, 388.0, 18.0], shoonya_1s3FIWW4CRYF2L, 5725894]
[paragraph, [549.0, 795.0, 388.0, 18.0], shoonya_1s3FIWW4CRYF2L, 5725894]
[paragraph, [549.0, 813.0, 388.0, 18.0], shoonya_1s3FIWW4CRYF2L, 5725894]
[paragraph, [549.0, 831.0, 388.0, 18.0], shoonya_1s3FIWW4CRYF2L, 5725894]
[paragraph, [549.0, 849.0, 388.0, 18.0], shoonya_1s3FIWW4CRYF2L, 5725894]
[paragraph, [122.0, 888.0, 374.0, 18.0], shoonya_12sVVVM1H9C6BA, 5725894]
[paragraph, [122.0, 906.0, 374.0, 18.0], shoonya_12sVVVM1H9C6BA, 5725894]
[paragraph, [122.0, 924.0, 374.0, 18.0], shoonya_12sVVVM1H9C6BA, 5725894]
[paragraph, [122.0, 942.0, 374.0, 18.0], shoonya_12sVVVM1H9C6BA, 5725894]
[paragraph, [122.0, 960.0, 374.0, 18.0], shoonya_12sVVVM1H9C6BA, 5725894]
[paragraph, [548.0, 888.0, 366.0, 18.0], shoonya_6s0RNNQRDNSWNO, 5725894]
[paragraph, [548.0, 906.0, 366.0, 18.0], shoonya_6s0RNNQRDNSWNO, 5725894]
[paragraph, [548.0, 951.0, 371.0, 18.0], shoonya_8sF6UF2897HIJ9, 5725894]
[paragraph, [548.0, 969.0, 371.0, 18.0], shoonya_8sF6UF2897HIJ9, 5725894]
[paragraph, [548.0, 987.0, 371.0, 18.0], shoonya_8sF6UF2897HIJ9, 5725894]
[paragraph, [548.0, 1005.0, 371.0, 18.0], shoonya_8sF6UF2897HIJ9, 5725894]
[paragraph, [548.0, 1023.0, 371.0, 18.0], shoonya_8sF6UF2897HIJ9, 5725894]
[paragraph, [548.0, 1041.0, 371.0, 18.0], shoonya_8sF6UF2897HIJ9, 5725894]
[paragraph, [548.0, 1059.0, 371.0, 18.0], shoonya_8sF6UF2897HIJ9, 5725894]
[paragraph, [120.0, 1000.0, 383.0, 18.0], omzza11yQx, 5725894]
[paragraph, [120.0, 1018.0, 383.0, 18.0], omzza11yQx, 5725894]
[paragraph, [120.0, 1036.0, 383.0, 18.0], omzza11yQx, 5725894]
[paragraph, [120.0, 1054.0, 383.0, 18.0], omzza11yQx, 5725894]
[paragraph, [120.0, 1072.0, 383.0, 18.0], omzza11yQx, 5725894]
[paragraph, [120.0, 1090.0, 383.0, 18.0], omzza11yQx, 5725894]
[paragraph, [120.0, 1108.0, 383.0, 18.0], omzza11yQx, 5725894]
[paragraph, [549.0, 1090.0, 320.0, 18.0], wSYcWk9cci, 5725894]
[paragraph, [546.0, 1132.0, 299.0, 18.0], iEWSRDUX-X, 5725894]
[paragraph, [546.0, 1150.0, 299.0, 18.0], iEWSRDUX-X, 5725894]
[paragraph, [120.0, 1142.0, 380.0, 18.0], shoonya_2sWPHVHOR5V350, 5725894]
[paragraph, [120.0, 1160.0, 380.0, 18.0], shoonya_2sWPHVHOR5V350, 5725894]
[paragraph, [120.0, 1178.0, 380.0, 18.0], shoonya_2sWPHVHOR5V350, 5725894]
[paragraph, [120.0, 1196.0, 380.0, 18.0], shoonya_2sWPHVHOR5V350, 5725894]
[paragraph, [546.0, 1195.0, 392.0, 18.0], DSF625zpuj, 5725894]
[paragraph, [546.0, 1213.0, 392.0, 18.0], DSF625zpuj, 5725894]
[paragraph, [546.0, 1231.0, 392.0, 18.0], DSF625zpuj, 5725894]
[paragraph, [118.0, 1230.0, 307.0, 18.0], QpL99vVS40, 5725894]
[paragraph, [118.0, 1248.0, 307.0, 18.0], QpL99vVS40, 5725894]
[paragraph, [118.0, 1266.0, 307.0, 18.0], QpL99vVS40, 5725894]
[paragraph, [118.0, 1284.0, 307.0, 18.0], QpL99vVS40, 5725894]
[folio, [545.0, 1265.0, 337.0, 18.0], Up5MxIB8yg, 5725894]
[folio, [545.0, 1283.0, 337.0, 18.0], Up5MxIB8yg, 5725894]
[footnote, [690.0, 1330.0, 314.0, 18.0], DI1rnGl9fA, 5725894]
[website-link, [394.0, 1374.0, 245.0, 18.0], z86IGQnMmM, 5725894]
