[1387, 987]
[paragraph, [61.0, 83.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 101.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 119.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 137.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 155.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 173.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 191.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 209.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 227.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 245.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 263.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 281.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 299.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 317.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 335.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [61.0, 353.0, 868.0, 18.0], fOgKuMKeFx, 5651525]
[paragraph, [53.0, 388.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 406.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 424.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 442.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 460.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 478.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 496.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 514.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 532.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 550.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 568.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 586.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 604.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 622.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 640.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 658.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 676.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 694.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 712.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 730.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 748.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 766.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 784.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 802.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 820.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 838.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 856.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 874.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [53.0, 892.0, 845.0, 18.0], shoonya_1sIHFSZTB79G8K, 5651525]
[paragraph, [49.0, 916.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 934.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 952.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 970.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 988.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1006.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1024.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1042.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1060.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1078.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1096.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1114.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1132.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1150.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1168.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1186.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1204.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1222.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1240.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
[paragraph, [49.0, 1258.0, 859.0, 18.0], shoonya_0sR6JNOX4IIC8C, 5651525]
