[2200, 1700]
[paragraph, [373.0, 109.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 145.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 181.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 217.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 253.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 289.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 325.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 361.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 397.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 433.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 469.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 505.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 541.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 577.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 613.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 649.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 685.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 721.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 757.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 793.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 829.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 865.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 901.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 937.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 973.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 1009.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 1045.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 1081.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [373.0, 1117.0, 1134.0, 36.0], shoonya_1sMQICX3H12R3X, 5734234]
[paragraph, [374.0, 1190.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1226.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1262.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1298.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1334.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1370.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1406.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1442.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1478.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1514.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1550.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1586.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1622.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1658.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1694.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1730.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1766.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1802.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1838.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1874.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1910.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1946.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 1982.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[paragraph, [374.0, 2018.0, 1127.0, 36.0], shoonya_0sMKO8Y2TSZOUI, 5734234]
[folio, [1139.0, 2122.0, 297.0, 36.0], shoonya_2s8DQYXK3X7D1N, 5734234]
