[1818, 1374]
[folio, [605.0, 204.0, 143.0, 36.0], shoonya_0s4WPHZJ0IU0U1, 5683229]
[paragraph, [99.0, 274.0, 568.0, 36.0], JwBha2SZZB, 5683229]
[paragraph, [99.0, 310.0, 568.0, 36.0], JwBha2SZZB, 5683229]
[paragraph, [99.0, 346.0, 568.0, 36.0], JwBha2SZZB, 5683229]
[paragraph, [99.0, 382.0, 568.0, 36.0], JwBha2SZZB, 5683229]
[paragraph, [685.0, 274.0, 567.0, 36.0], yBAZ2L7CK3, 5683229]
[paragraph, [685.0, 310.0, 567.0, 36.0], yBAZ2L7CK3, 5683229]
[paragraph, [685.0, 346.0, 567.0, 36.0], yBAZ2L7CK3, 5683229]
[paragraph, [685.0, 382.0, 567.0, 36.0], yBAZ2L7CK3, 5683229]
[paragraph, [685.0, 418.0, 567.0, 36.0], yBAZ2L7CK3, 5683229]
[paragraph, [685.0, 454.0, 567.0, 36.0], yBAZ2L7CK3, 5683229]
[paragraph, [685.0, 490.0, 567.0, 36.0], yBAZ2L7CK3, 5683229]
[paragraph, [685.0, 526.0, 567.0, 36.0], yBAZ2L7CK3, 5683229]
[paragraph, [99.0, 442.0, 568.0, 36.0], YnLex77SZa, 5683229]
[paragraph, [99.0, 478.0, 568.0, 36.0], YnLex77SZa, 5683229]
[paragraph, [97.0, 527.0, 573.0, 36.0], r7m630HCOs, 5683229]
[paragraph, [97.0, 563.0, 573.0, 36.0], r7m630HCOs, 5683229]
[paragraph, [97.0, 599.0, 573.0, 36.0], r7m630HCOs, 5683229]
[paragraph, [97.0, 635.0, 573.0, 36.0], r7m630HCOs, 5683229]
[paragraph, [97.0, 671.0, 573.0, 36.0], r7m630HCOs, 5683229]
[paragraph, [724.0, 572.0, 527.0, 36.0], w2CsR_7J0A, 5683229]
[paragraph, [686.0, 612.0, 570.0, 36.0], mizxZkyAZd, 5683229]
[paragraph, [686.0, 648.0, 570.0, 36.0], mizxZkyAZd, 5683229]
[paragraph, [97.0, 738.0, 578.0, 36.0], gzWU_fmG3d, 5683229]
[paragraph, [97.0, 774.0, 578.0, 36.0], gzWU_fmG3d, 5683229]
[paragraph, [97.0, 810.0, 578.0, 36.0], gzWU_fmG3d, 5683229]
[paragraph, [97.0, 846.0, 578.0, 36.0], gzWU_fmG3d, 5683229]
[paragraph, [97.0, 882.0, 578.0, 36.0], gzWU_fmG3d, 5683229]
[paragraph, [97.0, 918.0, 578.0, 36.0], gzWU_fmG3d, 5683229]
[paragraph, [730.0, 738.0, 252.0, 36.0], fIqye2ytuC, 5683229]
[paragraph, [691.0, 779.0, 571.0, 36.0], 64OUlOe9XE, 5683229]
[paragraph, [691.0, 815.0, 571.0, 36.0], 64OUlOe9XE, 5683229]
[paragraph, [691.0, 851.0, 571.0, 36.0], 64OUlOe9XE, 5683229]
[paragraph, [729.0, 904.0, 521.0, 36.0], eoBQbsZlq8, 5683229]
[paragraph, [692.0, 946.0, 568.0, 36.0], Zb6nKjOus5, 5683229]
[paragraph, [692.0, 982.0, 568.0, 36.0], Zb6nKjOus5, 5683229]
[paragraph, [692.0, 1018.0, 568.0, 36.0], Zb6nKjOus5, 5683229]
[paragraph, [97.0, 988.0, 580.0, 36.0], 4x9ASFIwx_, 5683229]
[paragraph, [97.0, 1024.0, 580.0, 36.0], 4x9ASFIwx_, 5683229]
[paragraph, [97.0, 1060.0, 580.0, 36.0], 4x9ASFIwx_, 5683229]
[paragraph, [97.0, 1096.0, 580.0, 36.0], 4x9ASFIwx_, 5683229]
[paragraph, [97.0, 1132.0, 580.0, 36.0], 4x9ASFIwx_, 5683229]
[paragraph, [691.0, 1071.0, 574.0, 36.0], 77G92Hqx5o, 5683229]
[paragraph, [691.0, 1107.0, 574.0, 36.0], 77G92Hqx5o, 5683229]
[paragraph, [691.0, 1143.0, 574.0, 36.0], 77G92Hqx5o, 5683229]
[paragraph, [97.0, 1198.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1234.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1270.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1306.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1342.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1378.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1414.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1450.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1486.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1522.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1558.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1594.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1630.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [97.0, 1666.0, 577.0, 36.0], CjzOdNRfuy, 5683229]
[paragraph, [693.0, 1237.0, 568.0, 36.0], 3OJkwnwzvR, 5683229]
[paragraph, [693.0, 1273.0, 568.0, 36.0], 3OJkwnwzvR, 5683229]
[paragraph, [696.0, 1324.0, 570.0, 36.0], kVypETvzSX, 5683229]
[paragraph, [696.0, 1360.0, 570.0, 36.0], kVypETvzSX, 5683229]
[paragraph, [696.0, 1402.0, 570.0, 36.0], ukFuORXEq9, 5683229]
[paragraph, [696.0, 1438.0, 570.0, 36.0], ukFuORXEq9, 5683229]
[paragraph, [696.0, 1474.0, 570.0, 36.0], ukFuORXEq9, 5683229]
[paragraph, [696.0, 1510.0, 570.0, 36.0], ukFuORXEq9, 5683229]
[paragraph, [696.0, 1546.0, 570.0, 36.0], ukFuORXEq9, 5683229]
[paragraph, [696.0, 1582.0, 570.0, 36.0], ukFuORXEq9, 5683229]
[paragraph, [696.0, 1618.0, 570.0, 36.0], ukFuORXEq9, 5683229]
[paragraph, [696.0, 1654.0, 570.0, 36.0], ukFuORXEq9, 5683229]
