[2339, 1653]
[paragraph, [222.0, 206.0, 1206.0, 36.0], shoonya_1sBIBSUQUR7GJ6, 5686458]
[paragraph, [222.0, 242.0, 1206.0, 36.0], shoonya_1sBIBSUQUR7GJ6, 5686458]
[paragraph, [222.0, 278.0, 1206.0, 36.0], shoonya_1sBIBSUQUR7GJ6, 5686458]
[paragraph, [222.0, 314.0, 1206.0, 36.0], shoonya_1sBIBSUQUR7GJ6, 5686458]
[paragraph, [222.0, 350.0, 1206.0, 36.0], shoonya_1sBIBSUQUR7GJ6, 5686458]
[paragraph, [301.0, 435.0, 1053.0, 36.0], HDDchwU0mu, 5686458]
[paragraph, [301.0, 471.0, 1053.0, 36.0], HDDchwU0mu, 5686458]
[paragraph, [301.0, 507.0, 1053.0, 36.0], HDDchwU0mu, 5686458]
[paragraph, [301.0, 543.0, 1053.0, 36.0], HDDchwU0mu, 5686458]
[paragraph, [301.0, 579.0, 1053.0, 36.0], HDDchwU0mu, 5686458]
[paragraph, [301.0, 615.0, 1053.0, 36.0], HDDchwU0mu, 5686458]
[paragraph, [301.0, 651.0, 1053.0, 36.0], HDDchwU0mu, 5686458]
[paragraph, [301.0, 687.0, 1053.0, 36.0], HDDchwU0mu, 5686458]
[paragraph, [301.0, 723.0, 1053.0, 36.0], HDDchwU0mu, 5686458]
[paragraph, [301.0, 759.0, 1053.0, 36.0], HDDchwU0mu, 5686458]
[reference, [940.0, 832.0, 404.0, 36.0], cNWyrW9hDA, 5686458]
[paragraph, [222.0, 900.0, 1217.0, 36.0], shoonya_2s61TLW09UMTFL, 5686458]
[paragraph, [222.0, 936.0, 1217.0, 36.0], shoonya_2s61TLW09UMTFL, 5686458]
[paragraph, [222.0, 972.0, 1217.0, 36.0], shoonya_2s61TLW09UMTFL, 5686458]
[paragraph, [222.0, 1008.0, 1217.0, 36.0], shoonya_2s61TLW09UMTFL, 5686458]
[paragraph, [222.0, 1044.0, 1217.0, 36.0], shoonya_2s61TLW09UMTFL, 5686458]
[paragraph, [222.0, 1080.0, 1217.0, 36.0], shoonya_2s61TLW09UMTFL, 5686458]
[paragraph, [222.0, 1116.0, 1217.0, 36.0], shoonya_2s61TLW09UMTFL, 5686458]
[paragraph, [222.0, 1152.0, 1217.0, 36.0], shoonya_2s61TLW09UMTFL, 5686458]
[paragraph, [224.0, 1215.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1251.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1287.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1323.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1359.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1395.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1431.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1467.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1503.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1539.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1575.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1611.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1647.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1683.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1719.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1755.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1791.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1827.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1863.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1899.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [224.0, 1935.0, 1210.0, 36.0], shoonya_0sXE0RSJDI3Z4S, 5686458]
[paragraph, [304.0, 1992.0, 1050.0, 36.0], shoonya_4sZCL2T2YSAFL3, 5686458]
[paragraph, [304.0, 2028.0, 1050.0, 36.0], shoonya_4sZCL2T2YSAFL3, 5686458]
[paragraph, [304.0, 2064.0, 1050.0, 36.0], shoonya_4sZCL2T2YSAFL3, 5686458]
