[792, 524]
[section-title, [76.0, 70.0, 344.0, 30.0], nQr2Ly1woi, 6513625]
[author, [400.0, 101.0, 79.0, 18.0], shoonya_2s4LO0G110RIT5, 6513625]
[paragraph, [22.0, 146.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 164.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 182.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 200.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 218.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 236.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 254.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 272.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 290.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 308.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 326.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 344.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 362.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 380.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 398.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 416.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [22.0, 434.0, 457.0, 18.0], shoonya_0sGENUKJLYHEWF, 6513625]
[paragraph, [18.0, 456.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 474.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 492.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 510.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 528.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 546.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 564.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 582.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 600.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 618.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 636.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 654.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 672.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 690.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 708.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
[paragraph, [18.0, 726.0, 464.0, 18.0], shoonya_1sFRZCFWHJKISY, 6513625]
