[1650, 1275]
[section-title, [535.0, 99.0, 196.0, 49.5], dN1Lwx5nNP, 5710323]
[paragraph, [135.0, 217.0, 1001.0, 36.0], 1-Maj31kvV, 5710323]
[paragraph, [135.0, 253.0, 1001.0, 36.0], 1-Maj31kvV, 5710323]
[paragraph, [135.0, 289.0, 1001.0, 36.0], 1-Maj31kvV, 5710323]
[paragraph, [135.0, 325.0, 1001.0, 36.0], 1-Maj31kvV, 5710323]
[paragraph, [135.0, 361.0, 1001.0, 36.0], 1-Maj31kvV, 5710323]
[paragraph, [135.0, 397.0, 1001.0, 36.0], 1-Maj31kvV, 5710323]
[paragraph, [135.0, 433.0, 1001.0, 36.0], 1-Maj31kvV, 5710323]
[paragraph, [130.0, 471.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 507.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 543.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 579.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 615.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 651.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 687.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 723.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 759.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 795.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 831.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 867.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 903.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 939.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [130.0, 975.0, 1024.0, 36.0], shoonya_1sD0MCMAV7XYGN, 5710323]
[paragraph, [134.0, 1028.0, 1005.0, 36.0], shoonya_2sF2UL78F2ZK6N, 5710323]
[paragraph, [134.0, 1064.0, 1005.0, 36.0], shoonya_2sF2UL78F2ZK6N, 5710323]
[paragraph, [134.0, 1100.0, 1005.0, 36.0], shoonya_2sF2UL78F2ZK6N, 5710323]
[paragraph, [134.0, 1136.0, 1005.0, 36.0], shoonya_2sF2UL78F2ZK6N, 5710323]
[paragraph, [134.0, 1172.0, 1005.0, 36.0], shoonya_2sF2UL78F2ZK6N, 5710323]
[paragraph, [134.0, 1208.0, 1005.0, 36.0], shoonya_2sF2UL78F2ZK6N, 5710323]
[paragraph, [134.0, 1244.0, 1005.0, 36.0], shoonya_2sF2UL78F2ZK6N, 5710323]
[paragraph, [134.0, 1280.0, 1005.0, 36.0], shoonya_2sF2UL78F2ZK6N, 5710323]
[paragraph, [134.0, 1316.0, 1005.0, 36.0], shoonya_2sF2UL78F2ZK6N, 5710323]
[paragraph, [134.0, 1352.0, 1005.0, 36.0], shoonya_2sF2UL78F2ZK6N, 5710323]
[paragraph, [134.0, 1388.0, 1005.0, 36.0], shoonya_2sF2UL78F2ZK6N, 5710323]
[paragraph, [138.0, 1426.0, 1019.0, 36.0], shoonya_3sT5GHMFD7U4SJ, 5710323]
[paragraph, [138.0, 1462.0, 1019.0, 36.0], shoonya_3sT5GHMFD7U4SJ, 5710323]
[paragraph, [138.0, 1498.0, 1019.0, 36.0], shoonya_3sT5GHMFD7U4SJ, 5710323]
