[1951, 1219]
[chapter-title, [563.0, 417.0, 140.0, 58.5], RC32NLZ-a2, 5682117]
[paragraph, [147.0, 575.0, 909.0, 36.0], shoonya_0sRO9JLAOM441L, 5682117]
[paragraph, [147.0, 611.0, 909.0, 36.0], shoonya_0sRO9JLAOM441L, 5682117]
[paragraph, [147.0, 647.0, 909.0, 36.0], shoonya_0sRO9JLAOM441L, 5682117]
[paragraph, [147.0, 683.0, 909.0, 36.0], shoonya_0sRO9JLAOM441L, 5682117]
[paragraph, [147.0, 719.0, 909.0, 36.0], shoonya_0sRO9JLAOM441L, 5682117]
[paragraph, [147.0, 755.0, 909.0, 36.0], shoonya_0sRO9JLAOM441L, 5682117]
[paragraph, [147.0, 791.0, 909.0, 36.0], shoonya_0sRO9JLAOM441L, 5682117]
[paragraph, [147.0, 827.0, 909.0, 36.0], shoonya_0sRO9JLAOM441L, 5682117]
[paragraph, [147.0, 863.0, 909.0, 36.0], shoonya_0sRO9JLAOM441L, 5682117]
[paragraph, [147.0, 899.0, 909.0, 36.0], shoonya_0sRO9JLAOM441L, 5682117]
[paragraph, [147.0, 935.0, 909.0, 36.0], shoonya_0sRO9JLAOM441L, 5682117]
[paragraph, [138.0, 994.0, 917.0, 36.0], MfkgN66LkC, 5682117]
[paragraph, [138.0, 1030.0, 917.0, 36.0], MfkgN66LkC, 5682117]
[paragraph, [138.0, 1066.0, 917.0, 36.0], MfkgN66LkC, 5682117]
[paragraph, [138.0, 1102.0, 917.0, 36.0], MfkgN66LkC, 5682117]
[paragraph, [138.0, 1138.0, 917.0, 36.0], MfkgN66LkC, 5682117]
[paragraph, [138.0, 1174.0, 917.0, 36.0], MfkgN66LkC, 5682117]
[paragraph, [138.0, 1210.0, 917.0, 36.0], MfkgN66LkC, 5682117]
[paragraph, [138.0, 1246.0, 917.0, 36.0], MfkgN66LkC, 5682117]
[paragraph, [138.0, 1282.0, 917.0, 36.0], MfkgN66LkC, 5682117]
[paragraph, [135.0, 1346.0, 921.0, 36.0], zU6k7wVbvJ, 5682117]
[paragraph, [135.0, 1382.0, 921.0, 36.0], zU6k7wVbvJ, 5682117]
[paragraph, [135.0, 1418.0, 921.0, 36.0], zU6k7wVbvJ, 5682117]
[paragraph, [135.0, 1454.0, 921.0, 36.0], zU6k7wVbvJ, 5682117]
[paragraph, [225.0, 1516.0, 678.0, 36.0], 8pIHjgWpOn, 5682117]
[paragraph, [149.0, 1573.0, 905.0, 36.0], J6xZIYaEHh, 5682117]
[paragraph, [149.0, 1609.0, 905.0, 36.0], J6xZIYaEHh, 5682117]
[paragraph, [149.0, 1645.0, 905.0, 36.0], J6xZIYaEHh, 5682117]
[paragraph, [149.0, 1681.0, 905.0, 36.0], J6xZIYaEHh, 5682117]
[paragraph, [149.0, 1717.0, 905.0, 36.0], J6xZIYaEHh, 5682117]
[paragraph, [149.0, 1753.0, 905.0, 36.0], J6xZIYaEHh, 5682117]
