[1336, 843]
[paragraph, [37.0, 34.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 52.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 70.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 88.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 106.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 124.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 142.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 160.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 178.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 196.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 214.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 232.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 250.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [37.0, 268.0, 760.0, 18.0], Z_5bFRYX_T, 5660339]
[paragraph, [42.0, 292.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 310.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 328.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 346.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 364.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 382.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 400.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 418.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 436.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 454.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 472.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 490.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 508.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 526.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 544.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 562.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 580.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 598.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 616.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 634.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 652.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 670.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 688.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 706.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 724.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 742.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 760.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 778.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 796.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 814.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 832.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 850.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 868.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 886.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 904.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 922.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 940.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 958.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 976.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 994.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 1012.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 1030.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 1048.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 1066.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 1084.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 1102.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [42.0, 1120.0, 761.0, 18.0], Ofz3PMAMBC, 5660339]
[paragraph, [81.0, 1157.0, 714.0, 18.0], D8mESpC8hd, 5660339]
[paragraph, [81.0, 1175.0, 714.0, 18.0], D8mESpC8hd, 5660339]
[folio, [41.0, 1214.0, 151.0, 18.0], LKWbmR7eUj, 5660339]
[footnote, [4.0, 1251.0, 829.0, 18.0], G4-T5otnk4, 5660339]
[footnote, [4.0, 1269.0, 829.0, 18.0], G4-T5otnk4, 5660339]
[footnote, [4.0, 1287.0, 829.0, 18.0], G4-T5otnk4, 5660339]
[website-link, [154.0, 1289.0, 226.0, 18.0], 9S1fIqFHGG, 5660339]
[website-link, [481.0, 1290.0, 203.0, 18.0], GjaVFbhQHc, 5660339]
