[2045, 1465]
[paragraph, [269.0, 190.0, 1047.0, 36.0], spvvvc9Lv6, 5650908]
[paragraph, [227.0, 278.0, 1094.0, 36.0], shoonya_2sI1887DG0XHW5, 5650908]
[paragraph, [227.0, 314.0, 1094.0, 36.0], shoonya_2sI1887DG0XHW5, 5650908]
[paragraph, [227.0, 350.0, 1094.0, 36.0], shoonya_2sI1887DG0XHW5, 5650908]
[paragraph, [227.0, 386.0, 1094.0, 36.0], shoonya_2sI1887DG0XHW5, 5650908]
[paragraph, [227.0, 422.0, 1094.0, 36.0], shoonya_2sI1887DG0XHW5, 5650908]
[paragraph, [227.0, 458.0, 1094.0, 36.0], shoonya_2sI1887DG0XHW5, 5650908]
[paragraph, [227.0, 494.0, 1094.0, 36.0], shoonya_2sI1887DG0XHW5, 5650908]
[paragraph, [233.0, 581.0, 1082.0, 36.0], shoonya_4s4LE7SUUCA1KY, 5650908]
[paragraph, [233.0, 617.0, 1082.0, 36.0], shoonya_4s4LE7SUUCA1KY, 5650908]
[paragraph, [233.0, 653.0, 1082.0, 36.0], shoonya_4s4LE7SUUCA1KY, 5650908]
[paragraph, [226.0, 744.0, 1086.0, 36.0], shoonya_1s4PT5KNOM4JYE, 5650908]
[paragraph, [226.0, 780.0, 1086.0, 36.0], shoonya_1s4PT5KNOM4JYE, 5650908]
[paragraph, [226.0, 816.0, 1086.0, 36.0], shoonya_1s4PT5KNOM4JYE, 5650908]
[paragraph, [226.0, 852.0, 1086.0, 36.0], shoonya_1s4PT5KNOM4JYE, 5650908]
[paragraph, [226.0, 888.0, 1086.0, 36.0], shoonya_1s4PT5KNOM4JYE, 5650908]
[paragraph, [226.0, 924.0, 1086.0, 36.0], shoonya_1s4PT5KNOM4JYE, 5650908]
[paragraph, [226.0, 960.0, 1086.0, 36.0], shoonya_1s4PT5KNOM4JYE, 5650908]
[paragraph, [226.0, 996.0, 1086.0, 36.0], shoonya_1s4PT5KNOM4JYE, 5650908]
[paragraph, [226.0, 1032.0, 1086.0, 36.0], shoonya_1s4PT5KNOM4JYE, 5650908]
[paragraph, [226.0, 1068.0, 1086.0, 36.0], shoonya_1s4PT5KNOM4JYE, 5650908]
[paragraph, [221.0, 1167.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1203.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1239.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1275.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1311.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1347.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1383.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1419.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1455.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1491.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1527.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1563.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1599.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1635.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1671.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1707.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1743.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[paragraph, [221.0, 1779.0, 1090.0, 36.0], shoonya_0sNOTINLIIWNX9, 5650908]
[footnote, [221.0, 1883.0, 1102.0, 36.0], i2yn6LN8kF, 5650908]
[footnote, [221.0, 1919.0, 1102.0, 36.0], i2yn6LN8kF, 5650908]
[footnote, [221.0, 1955.0, 1102.0, 36.0], i2yn6LN8kF, 5650908]
