[1725, 1275]
[section-title, [67.0, 79.0, 446.0, 49.5], shoonya_6sRBWHO25F7OGB, 5712584]
[paragraph, [65.0, 130.0, 512.0, 36.0], shoonya_7sCN9BCBHWBR39, 5712584]
[paragraph, [65.0, 166.0, 512.0, 36.0], shoonya_7sCN9BCBHWBR39, 5712584]
[paragraph, [65.0, 202.0, 512.0, 36.0], shoonya_7sCN9BCBHWBR39, 5712584]
[paragraph, [65.0, 238.0, 512.0, 36.0], shoonya_7sCN9BCBHWBR39, 5712584]
[paragraph, [65.0, 274.0, 512.0, 36.0], shoonya_7sCN9BCBHWBR39, 5712584]
[paragraph, [65.0, 310.0, 512.0, 36.0], shoonya_7sCN9BCBHWBR39, 5712584]
[paragraph, [65.0, 346.0, 512.0, 36.0], shoonya_7sCN9BCBHWBR39, 5712584]
[paragraph, [65.0, 382.0, 512.0, 36.0], shoonya_7sCN9BCBHWBR39, 5712584]
[paragraph, [65.0, 418.0, 512.0, 36.0], shoonya_7sCN9BCBHWBR39, 5712584]
[paragraph, [65.0, 454.0, 512.0, 36.0], shoonya_7sCN9BCBHWBR39, 5712584]
[figure-caption, [51.0, 508.0, 533.0, 36.0], BCqcCthi0z, 5712584]
[figure-caption, [51.0, 544.0, 533.0, 36.0], BCqcCthi0z, 5712584]
[figure-caption, [51.0, 580.0, 533.0, 36.0], BCqcCthi0z, 5712584]
[figure-caption, [51.0, 616.0, 533.0, 36.0], BCqcCthi0z, 5712584]
[figure-caption, [51.0, 652.0, 533.0, 36.0], BCqcCthi0z, 5712584]
[figure-caption, [65.0, 743.0, 509.0, 36.0], shoonya_4sF98QR5DPV4IE, 5712584]
[figure-caption, [65.0, 779.0, 509.0, 36.0], shoonya_4sF98QR5DPV4IE, 5712584]
[figure-caption, [65.0, 815.0, 509.0, 36.0], shoonya_4sF98QR5DPV4IE, 5712584]
[figure-caption, [65.0, 851.0, 509.0, 36.0], shoonya_4sF98QR5DPV4IE, 5712584]
[figure-caption, [65.0, 887.0, 509.0, 36.0], shoonya_4sF98QR5DPV4IE, 5712584]
[figure-caption, [65.0, 923.0, 509.0, 36.0], shoonya_4sF98QR5DPV4IE, 5712584]
[figure-caption, [65.0, 959.0, 509.0, 36.0], shoonya_4sF98QR5DPV4IE, 5712584]
[figure-caption, [53.0, 1015.0, 530.0, 36.0], n7VIV_W48V, 5712584]
[figure-caption, [53.0, 1051.0, 530.0, 36.0], n7VIV_W48V, 5712584]
[figure-caption, [53.0, 1087.0, 530.0, 36.0], n7VIV_W48V, 5712584]
[figure-caption, [53.0, 1123.0, 530.0, 36.0], n7VIV_W48V, 5712584]
[figure-caption, [53.0, 1159.0, 530.0, 36.0], n7VIV_W48V, 5712584]
[figure-caption, [53.0, 1195.0, 530.0, 36.0], n7VIV_W48V, 5712584]
[figure-caption, [46.0, 1253.0, 533.0, 36.0], kUZQSqnCf9, 5712584]
[figure-caption, [46.0, 1289.0, 533.0, 36.0], kUZQSqnCf9, 5712584]
[paragraph, [59.0, 1345.0, 517.0, 36.0], kSwobU9LoS, 5712584]
[paragraph, [59.0, 1381.0, 517.0, 36.0], kSwobU9LoS, 5712584]
[paragraph, [59.0, 1417.0, 517.0, 36.0], kSwobU9LoS, 5712584]
[paragraph, [59.0, 1453.0, 517.0, 36.0], kSwobU9LoS, 5712584]
[paragraph, [59.0, 1489.0, 517.0, 36.0], kSwobU9LoS, 5712584]
[paragraph, [59.0, 1525.0, 517.0, 36.0], kSwobU9LoS, 5712584]
[paragraph, [59.0, 1561.0, 517.0, 36.0], kSwobU9LoS, 5712584]
[paragraph, [59.0, 1597.0, 517.0, 36.0], kSwobU9LoS, 5712584]
[paragraph, [59.0, 1633.0, 517.0, 36.0], kSwobU9LoS, 5712584]
