[1074, 720]
[chapter-title, [265.0, 137.0, 181.0, 30.0], shoonya_5sOYYS8LXI80BY, 5711320]
[section-title, [309.0, 194.0, 99.0, 30.0], shoonya_3sEMU97CVCLOEV, 5711320]
[sub-section-title, [279.0, 238.0, 155.0, 25.5], shoonya_4sIAPT761PX6T5, 5711320]
[paragraph, [68.0, 278.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 296.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 314.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 332.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 350.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 368.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 386.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 404.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 422.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 440.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 458.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 476.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 494.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 512.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 530.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 548.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 566.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 584.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [68.0, 602.0, 582.0, 18.0], shoonya_0s8AXWODUNOCXR, 5711320]
[paragraph, [69.0, 627.0, 580.0, 18.0], shoonya_1sKGYS0N3B576N, 5711320]
[paragraph, [69.0, 645.0, 580.0, 18.0], shoonya_1sKGYS0N3B576N, 5711320]
[paragraph, [69.0, 663.0, 580.0, 18.0], shoonya_1sKGYS0N3B576N, 5711320]
[paragraph, [69.0, 681.0, 580.0, 18.0], shoonya_1sKGYS0N3B576N, 5711320]
[paragraph, [69.0, 699.0, 580.0, 18.0], shoonya_1sKGYS0N3B576N, 5711320]
[paragraph, [69.0, 717.0, 580.0, 18.0], shoonya_1sKGYS0N3B576N, 5711320]
[paragraph, [69.0, 735.0, 580.0, 18.0], shoonya_1sKGYS0N3B576N, 5711320]
[paragraph, [69.0, 753.0, 580.0, 18.0], shoonya_1sKGYS0N3B576N, 5711320]
[paragraph, [69.0, 771.0, 580.0, 18.0], shoonya_1sKGYS0N3B576N, 5711320]
[paragraph, [69.0, 789.0, 580.0, 18.0], shoonya_1sKGYS0N3B576N, 5711320]
[paragraph, [69.0, 807.0, 580.0, 18.0], shoonya_1sKGYS0N3B576N, 5711320]
[paragraph, [69.0, 825.0, 580.0, 18.0], shoonya_1sKGYS0N3B576N, 5711320]
[paragraph, [71.0, 845.0, 582.0, 18.0], shoonya_2sDYA2F96S4V2D, 5711320]
[paragraph, [71.0, 863.0, 582.0, 18.0], shoonya_2sDYA2F96S4V2D, 5711320]
[paragraph, [71.0, 881.0, 582.0, 18.0], shoonya_2sDYA2F96S4V2D, 5711320]
[paragraph, [71.0, 899.0, 582.0, 18.0], shoonya_2sDYA2F96S4V2D, 5711320]
[paragraph, [71.0, 917.0, 582.0, 18.0], shoonya_2sDYA2F96S4V2D, 5711320]
[paragraph, [71.0, 935.0, 582.0, 18.0], shoonya_2sDYA2F96S4V2D, 5711320]
[paragraph, [71.0, 953.0, 582.0, 18.0], shoonya_2sDYA2F96S4V2D, 5711320]
[paragraph, [71.0, 971.0, 582.0, 18.0], shoonya_2sDYA2F96S4V2D, 5711320]
