[709, 412]
[folio, [177.0, 34.0, 38.0, 18.0], BBESJZRk-y, 5741400]
[paragraph, [204.0, 62.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 80.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 98.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 116.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 134.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 152.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 170.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 188.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 206.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 224.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 242.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 260.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 278.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 296.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 314.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 332.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 350.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 368.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 386.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 404.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 422.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 440.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 458.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 476.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 494.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 512.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 530.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 548.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 566.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 584.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 602.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 620.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 638.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [204.0, 656.0, 188.0, 18.0], SDdEgbqM7B, 5741400]
[paragraph, [24.0, 65.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 83.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 101.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 119.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 137.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 155.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 173.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 191.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 209.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 227.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 245.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 263.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 281.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 299.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 317.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 335.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 353.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 371.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 389.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 407.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 425.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 443.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 461.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 479.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 497.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 515.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 533.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 551.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 569.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 587.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 605.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 623.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
[paragraph, [24.0, 641.0, 181.0, 18.0], shoonya_0sHNDK9CEPDUTI, 5741400]
