[1034, 680]
[folio, [227.0, 68.0, 213.0, 18.0], shoonya_1sA39VXSXPVQ3D, 5739629]
[folio, [227.0, 86.0, 213.0, 18.0], shoonya_1sA39VXSXPVQ3D, 5739629]
[paragraph, [57.0, 130.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 148.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 166.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 184.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 202.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 220.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 238.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 256.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 274.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 292.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 310.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 328.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 346.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 364.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 382.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 400.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [57.0, 418.0, 555.0, 18.0], nxAGAsixtj, 5739629]
[paragraph, [69.0, 466.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 484.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 502.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 520.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 538.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 556.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 574.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 592.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 610.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 628.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 646.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 664.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 682.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 700.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 718.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 736.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 754.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 772.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 790.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 808.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[paragraph, [69.0, 826.0, 545.0, 18.0], shoonya_0sT0BN4HFC7PUL, 5739629]
[footnote, [64.0, 866.0, 554.0, 18.0], iOnUYwqmmz, 5739629]
[footnote, [64.0, 884.0, 554.0, 18.0], iOnUYwqmmz, 5739629]
[footnote, [64.0, 902.0, 554.0, 18.0], iOnUYwqmmz, 5739629]
[footnote, [64.0, 920.0, 554.0, 18.0], iOnUYwqmmz, 5739629]
[footnote, [64.0, 938.0, 554.0, 18.0], iOnUYwqmmz, 5739629]
[footnote, [64.0, 956.0, 554.0, 18.0], iOnUYwqmmz, 5739629]
