[2339, 1653]
[folio, [1011.0, 157.0, 472.0, 36.0], shoonya_0sI0UBSPA6023X, 5685528]
[ordered-list, [320.0, 246.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 282.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 318.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 354.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 390.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 426.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 462.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 498.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 534.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 570.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 606.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 642.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 678.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 714.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 750.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 786.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 822.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 858.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 894.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 930.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 966.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1002.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1038.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1074.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1110.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
