[2200, 1700]
[paragraph, [369.0, 113.0, 1138.0, 36.0], shoonya_3sQ1SF1DL5LBTQ, 5734474]
[paragraph, [369.0, 149.0, 1138.0, 36.0], shoonya_3sQ1SF1DL5LBTQ, 5734474]
[paragraph, [369.0, 185.0, 1138.0, 36.0], shoonya_3sQ1SF1DL5LBTQ, 5734474]
[paragraph, [369.0, 221.0, 1138.0, 36.0], shoonya_3sQ1SF1DL5LBTQ, 5734474]
[paragraph, [369.0, 257.0, 1138.0, 36.0], shoonya_3sQ1SF1DL5LBTQ, 5734474]
[paragraph, [369.0, 293.0, 1138.0, 36.0], shoonya_3sQ1SF1DL5LBTQ, 5734474]
[paragraph, [369.0, 329.0, 1138.0, 36.0], shoonya_3sQ1SF1DL5LBTQ, 5734474]
[paragraph, [369.0, 365.0, 1138.0, 36.0], shoonya_3sQ1SF1DL5LBTQ, 5734474]
[paragraph, [369.0, 401.0, 1138.0, 36.0], shoonya_3sQ1SF1DL5LBTQ, 5734474]
[paragraph, [572.0, 448.0, 546.0, 36.0], shoonya_4sPTCOA5JHFR3C, 5734474]
[paragraph, [572.0, 484.0, 546.0, 36.0], shoonya_4sPTCOA5JHFR3C, 5734474]
[paragraph, [373.0, 558.0, 1132.0, 36.0], shoonya_2sIU18JSGL6CY7, 5734474]
[paragraph, [373.0, 594.0, 1132.0, 36.0], shoonya_2sIU18JSGL6CY7, 5734474]
[paragraph, [373.0, 630.0, 1132.0, 36.0], shoonya_2sIU18JSGL6CY7, 5734474]
[paragraph, [373.0, 666.0, 1132.0, 36.0], shoonya_2sIU18JSGL6CY7, 5734474]
[paragraph, [373.0, 702.0, 1132.0, 36.0], shoonya_2sIU18JSGL6CY7, 5734474]
[paragraph, [372.0, 804.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [372.0, 840.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [372.0, 876.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [372.0, 912.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [372.0, 948.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [372.0, 984.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [372.0, 1020.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [372.0, 1056.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [372.0, 1092.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [372.0, 1128.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [372.0, 1164.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [372.0, 1200.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [372.0, 1236.0, 1135.0, 36.0], shoonya_1sXNJ0ZSESFWR0, 5734474]
[paragraph, [373.0, 1323.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1359.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1395.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1431.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1467.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1503.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1539.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1575.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1611.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1647.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1683.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1719.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1755.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1791.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1827.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1863.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1899.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1935.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 1971.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
[paragraph, [373.0, 2007.0, 1131.0, 36.0], shoonya_0s9XVAPDO55Z0E, 5734474]
