[1754, 1241]
[reference, [129.0, 147.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 183.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 219.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 255.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 291.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 327.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 363.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 399.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 435.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 471.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 507.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 543.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 579.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 615.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 651.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 687.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 723.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 759.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 795.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 831.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 867.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 903.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 939.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 975.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 1011.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 1047.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 1083.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 1119.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 1155.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 1191.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 1227.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 1263.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 1299.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 1335.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [129.0, 1371.0, 470.0, 36.0], shoonya_1s19U8Y911DNBG, 5778190]
[reference, [624.0, 151.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 187.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 223.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 259.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 295.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 331.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 367.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 403.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 439.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 475.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 511.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 547.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 583.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 619.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 655.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 691.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 727.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 763.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 799.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 835.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 871.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 907.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 943.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 979.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 1015.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 1051.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 1087.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 1123.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 1159.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 1195.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 1231.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 1267.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 1303.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
[reference, [624.0, 1339.0, 469.0, 36.0], shoonya_0sYX9IHOTZ6859, 5778190]
