[1823, 1375]
[folio, [601.0, 106.0, 164.0, 36.0], shoonya_1sWQLZ60121UEQ, 5684159]
[paragraph, [104.0, 168.0, 566.0, 36.0], shoonya_4sR4WZQ47B2BHC, 5684159]
[paragraph, [104.0, 204.0, 566.0, 36.0], shoonya_4sR4WZQ47B2BHC, 5684159]
[paragraph, [104.0, 240.0, 566.0, 36.0], shoonya_4sR4WZQ47B2BHC, 5684159]
[paragraph, [702.0, 171.0, 565.0, 36.0], shoonya_6sYO7BBMDJNUHG, 5684159]
[paragraph, [702.0, 207.0, 565.0, 36.0], shoonya_6sYO7BBMDJNUHG, 5684159]
[paragraph, [702.0, 243.0, 565.0, 36.0], shoonya_6sYO7BBMDJNUHG, 5684159]
[paragraph, [702.0, 279.0, 565.0, 36.0], shoonya_6sYO7BBMDJNUHG, 5684159]
[paragraph, [702.0, 315.0, 565.0, 36.0], shoonya_6sYO7BBMDJNUHG, 5684159]
[paragraph, [702.0, 351.0, 565.0, 36.0], shoonya_6sYO7BBMDJNUHG, 5684159]
[paragraph, [702.0, 387.0, 565.0, 36.0], shoonya_6sYO7BBMDJNUHG, 5684159]
[paragraph, [104.0, 296.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 332.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 368.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 404.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 440.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 476.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 512.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 548.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 584.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 620.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 656.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 692.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 728.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 764.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 800.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 836.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 872.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 908.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 944.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 980.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 1016.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 1052.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 1088.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 1124.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 1160.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [104.0, 1196.0, 569.0, 36.0], shoonya_5s1S896HWD44PO, 5684159]
[paragraph, [707.0, 462.0, 559.0, 36.0], shoonya_7sRR0CYE1DBAM0, 5684159]
[paragraph, [707.0, 498.0, 559.0, 36.0], shoonya_7sRR0CYE1DBAM0, 5684159]
[paragraph, [707.0, 534.0, 559.0, 36.0], shoonya_7sRR0CYE1DBAM0, 5684159]
[paragraph, [707.0, 570.0, 559.0, 36.0], shoonya_7sRR0CYE1DBAM0, 5684159]
[paragraph, [707.0, 606.0, 559.0, 36.0], shoonya_7sRR0CYE1DBAM0, 5684159]
[paragraph, [700.0, 674.0, 564.0, 36.0], shoonya_8sYQE3GDR60WQ3, 5684159]
[paragraph, [700.0, 710.0, 564.0, 36.0], shoonya_8sYQE3GDR60WQ3, 5684159]
[paragraph, [700.0, 746.0, 564.0, 36.0], shoonya_8sYQE3GDR60WQ3, 5684159]
[paragraph, [700.0, 782.0, 564.0, 36.0], shoonya_8sYQE3GDR60WQ3, 5684159]
[paragraph, [700.0, 818.0, 564.0, 36.0], shoonya_8sYQE3GDR60WQ3, 5684159]
[paragraph, [700.0, 854.0, 564.0, 36.0], shoonya_8sYQE3GDR60WQ3, 5684159]
[paragraph, [700.0, 890.0, 564.0, 36.0], shoonya_8sYQE3GDR60WQ3, 5684159]
[paragraph, [700.0, 926.0, 564.0, 36.0], shoonya_8sYQE3GDR60WQ3, 5684159]
[paragraph, [700.0, 962.0, 564.0, 36.0], shoonya_8sYQE3GDR60WQ3, 5684159]
[paragraph, [700.0, 998.0, 564.0, 36.0], shoonya_8sYQE3GDR60WQ3, 5684159]
[paragraph, [700.0, 1034.0, 564.0, 36.0], shoonya_8sYQE3GDR60WQ3, 5684159]
[paragraph, [700.0, 1087.0, 566.0, 36.0], eFc2QRZKVB, 5684159]
[paragraph, [700.0, 1123.0, 566.0, 36.0], eFc2QRZKVB, 5684159]
[paragraph, [700.0, 1159.0, 566.0, 36.0], eFc2QRZKVB, 5684159]
[paragraph, [700.0, 1195.0, 566.0, 36.0], eFc2QRZKVB, 5684159]
[section-title, [589.0, 1282.0, 192.0, 49.5], KIGc2oRfsm, 5684159]
[paragraph, [754.0, 1374.0, 372.0, 36.0], WbnE0rS95u, 5684159]
[paragraph, [754.0, 1410.0, 372.0, 36.0], WbnE0rS95u, 5684159]
[paragraph, [754.0, 1446.0, 372.0, 36.0], WbnE0rS95u, 5684159]
[paragraph, [754.0, 1482.0, 372.0, 36.0], WbnE0rS95u, 5684159]
[paragraph, [754.0, 1518.0, 372.0, 36.0], WbnE0rS95u, 5684159]
[paragraph, [754.0, 1554.0, 372.0, 36.0], WbnE0rS95u, 5684159]
[paragraph, [754.0, 1590.0, 372.0, 36.0], WbnE0rS95u, 5684159]
[paragraph, [163.0, 1379.0, 448.0, 36.0], 1qzJ9ko9DU, 5684159]
[paragraph, [163.0, 1415.0, 448.0, 36.0], 1qzJ9ko9DU, 5684159]
[paragraph, [163.0, 1451.0, 448.0, 36.0], 1qzJ9ko9DU, 5684159]
[paragraph, [163.0, 1487.0, 448.0, 36.0], 1qzJ9ko9DU, 5684159]
[paragraph, [163.0, 1523.0, 448.0, 36.0], 1qzJ9ko9DU, 5684159]
[paragraph, [163.0, 1559.0, 448.0, 36.0], 1qzJ9ko9DU, 5684159]
[paragraph, [163.0, 1595.0, 448.0, 36.0], 1qzJ9ko9DU, 5684159]
[paragraph, [163.0, 1631.0, 448.0, 36.0], 1qzJ9ko9DU, 5684159]
[paragraph, [163.0, 1667.0, 448.0, 36.0], 1qzJ9ko9DU, 5684159]
[author, [1063.0, 1637.0, 204.0, 36.0], vgrcuuhEB-, 5684159]
