[4208, 3060]
[contact-info, [1017.0, 444.0, 1222.0, 52.5], 2vSmKpCM5e, 5698185]
[contact-info, [1017.0, 496.5, 1222.0, 52.5], 2vSmKpCM5e, 5698185]
[folio, [1153.0, 601.0, 951.0, 52.5], shoonya_5sEHR405QDX8QH, 5698185]
[paragraph, [538.0, 893.0, 2168.0, 52.5], shoonya_2sQR0Y7WOUZXDF, 5698185]
[paragraph, [538.0, 945.5, 2168.0, 52.5], shoonya_2sQR0Y7WOUZXDF, 5698185]
[paragraph, [538.0, 998.0, 2168.0, 52.5], shoonya_2sQR0Y7WOUZXDF, 5698185]
[paragraph, [538.0, 1050.5, 2168.0, 52.5], shoonya_2sQR0Y7WOUZXDF, 5698185]
[paragraph, [538.0, 1103.0, 2168.0, 52.5], shoonya_2sQR0Y7WOUZXDF, 5698185]
[paragraph, [538.0, 1155.5, 2168.0, 52.5], shoonya_2sQR0Y7WOUZXDF, 5698185]
[paragraph, [538.0, 1208.0, 2168.0, 52.5], shoonya_2sQR0Y7WOUZXDF, 5698185]
[ordered-list, [518.0, 1380.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 1432.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 1485.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 1537.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 1590.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 1642.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 1695.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 1747.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 1800.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 1852.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 1905.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 1957.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2010.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2062.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2115.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2167.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2220.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2272.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2325.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2377.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2430.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2482.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2535.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2587.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2640.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2692.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2745.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2797.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2850.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2902.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 2955.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 3007.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 3060.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 3112.5, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[ordered-list, [518.0, 3165.0, 854.0, 52.5], shoonya_4s35V7I8D2JF9Z, 5698185]
[footnote, [1864.0, 3171.0, 947.0, 52.5], -T9zXGylTC, 5698185]
[footnote, [1864.0, 3223.5, 947.0, 52.5], -T9zXGylTC, 5698185]
[footnote, [1864.0, 3276.0, 947.0, 52.5], -T9zXGylTC, 5698185]
[footnote, [1864.0, 3328.5, 947.0, 52.5], -T9zXGylTC, 5698185]
[footnote, [1864.0, 3381.0, 947.0, 52.5], -T9zXGylTC, 5698185]
[footnote, [1864.0, 3433.5, 947.0, 52.5], -T9zXGylTC, 5698185]
[footnote, [1864.0, 3486.0, 947.0, 52.5], -T9zXGylTC, 5698185]
[paragraph, [521.0, 3225.0, 1304.0, 52.5], shoonya_3sIEYI3824PQT4, 5698185]
[paragraph, [506.0, 3338.0, 377.0, 52.5], shoonya_7s2AI4D32RZOC5, 5698185]
[contact-info, [522.0, 3455.0, 505.0, 52.5], shoonya_8sMCQ64MKM6T18, 5698185]
