[792, 612]
[headline, [55.0, 122.0, 125.0, 25.5], shoonya_6sMTOKXNT5RYZA, 6515565]
[headline, [55.0, 147.5, 125.0, 25.5], shoonya_6sMTOKXNT5RYZA, 6515565]
[headline, [55.0, 173.0, 125.0, 25.5], shoonya_6sMTOKXNT5RYZA, 6515565]
[author, [57.0, 227.0, 63.0, 18.0], shoonya_9sYP7PTNLIV3JF, 6515565]
[paragraph, [54.0, 268.0, 163.0, 18.0], E752o5gEau, 6515565]
[paragraph, [54.0, 286.0, 163.0, 18.0], E752o5gEau, 6515565]
[paragraph, [54.0, 304.0, 163.0, 18.0], E752o5gEau, 6515565]
[paragraph, [54.0, 322.0, 163.0, 18.0], E752o5gEau, 6515565]
[paragraph, [54.0, 340.0, 163.0, 18.0], E752o5gEau, 6515565]
[paragraph, [54.0, 358.0, 163.0, 18.0], E752o5gEau, 6515565]
[paragraph, [54.0, 376.0, 163.0, 18.0], E752o5gEau, 6515565]
[paragraph, [54.0, 394.0, 163.0, 18.0], E752o5gEau, 6515565]
[paragraph, [54.0, 412.0, 163.0, 18.0], E752o5gEau, 6515565]
[paragraph, [54.0, 430.0, 163.0, 18.0], E752o5gEau, 6515565]
[paragraph, [54.0, 448.0, 163.0, 18.0], E752o5gEau, 6515565]
[paragraph, [54.0, 466.0, 163.0, 18.0], E752o5gEau, 6515565]
[paragraph, [225.0, 452.0, 160.0, 18.0], sJS5c_iLhw, 6515565]
[paragraph, [393.0, 452.0, 161.0, 18.0], he1lixdSqB, 6515565]
[paragraph, [224.0, 479.0, 161.0, 18.0], w6Cx0hLGWY, 6515565]
[paragraph, [224.0, 497.0, 161.0, 18.0], w6Cx0hLGWY, 6515565]
[paragraph, [393.0, 479.0, 160.0, 18.0], ILQd3qzE37, 6515565]
[paragraph, [393.0, 497.0, 160.0, 18.0], ILQd3qzE37, 6515565]
[paragraph, [57.0, 492.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 510.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 528.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 546.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 564.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 582.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 600.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 618.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 636.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 654.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 672.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 690.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 708.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [57.0, 726.0, 162.0, 18.0], shoonya_0sTF0VLBG91FS7, 6515565]
[paragraph, [393.0, 518.0, 160.0, 18.0], RPlc0d5w7T, 6515565]
[paragraph, [393.0, 536.0, 160.0, 18.0], RPlc0d5w7T, 6515565]
[paragraph, [393.0, 554.0, 160.0, 18.0], RPlc0d5w7T, 6515565]
[paragraph, [393.0, 572.0, 160.0, 18.0], RPlc0d5w7T, 6515565]
[sidebar, [224.0, 538.0, 159.0, 18.0], yhVSXWHeQP, 6515565]
[sidebar, [224.0, 556.0, 159.0, 18.0], yhVSXWHeQP, 6515565]
[sidebar, [224.0, 574.0, 159.0, 18.0], yhVSXWHeQP, 6515565]
[sidebar, [224.0, 592.0, 159.0, 18.0], yhVSXWHeQP, 6515565]
[sidebar, [224.0, 610.0, 159.0, 18.0], yhVSXWHeQP, 6515565]
[sidebar, [224.0, 628.0, 159.0, 18.0], yhVSXWHeQP, 6515565]
[sidebar, [224.0, 646.0, 159.0, 18.0], yhVSXWHeQP, 6515565]
[sidebar, [224.0, 664.0, 159.0, 18.0], yhVSXWHeQP, 6515565]
[sidebar, [224.0, 682.0, 159.0, 18.0], yhVSXWHeQP, 6515565]
[sidebar, [224.0, 700.0, 159.0, 18.0], yhVSXWHeQP, 6515565]
[sidebar, [224.0, 718.0, 159.0, 18.0], yhVSXWHeQP, 6515565]
[paragraph, [393.0, 596.0, 161.0, 18.0], MmecxBS1bt, 6515565]
[paragraph, [393.0, 614.0, 161.0, 18.0], MmecxBS1bt, 6515565]
[paragraph, [393.0, 632.0, 161.0, 18.0], MmecxBS1bt, 6515565]
[paragraph, [393.0, 650.0, 161.0, 18.0], MmecxBS1bt, 6515565]
[paragraph, [393.0, 668.0, 161.0, 18.0], MmecxBS1bt, 6515565]
[contact-info, [422.0, 717.0, 133.0, 18.0], -0yZZeGOcz, 6515565]
