[1565, 1152]
[section-title, [14.0, 82.0, 357.0, 49.5], To0H2fKJcK, 5722057]
[chapter-title, [146.0, 202.0, 480.0, 58.5], shoonya_4s0DF1LHVAY60C, 5722057]
[paragraph, [155.0, 381.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 417.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 453.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 489.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 525.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 561.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 597.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 633.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 669.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 705.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 741.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 777.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 813.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 849.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 885.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 921.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 957.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 993.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 1029.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 1065.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [155.0, 1101.0, 261.0, 36.0], shoonya_0s5ZY45W5E5GE1, 5722057]
[paragraph, [592.0, 539.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 575.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 611.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 647.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 683.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 719.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 755.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 791.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 827.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 863.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 899.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 935.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 971.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 1007.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 1043.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 1079.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 1115.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 1151.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 1187.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 1223.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 1259.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 1295.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 1331.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [592.0, 1367.0, 324.0, 36.0], shoonya_1sPX5VIZOGO2VH, 5722057]
[paragraph, [156.0, 1165.0, 267.0, 36.0], shoonya_2s5M6G8J29PS51, 5722057]
[paragraph, [156.0, 1201.0, 267.0, 36.0], shoonya_2s5M6G8J29PS51, 5722057]
[paragraph, [156.0, 1237.0, 267.0, 36.0], shoonya_2s5M6G8J29PS51, 5722057]
[paragraph, [156.0, 1273.0, 267.0, 36.0], shoonya_2s5M6G8J29PS51, 5722057]
[paragraph, [156.0, 1309.0, 267.0, 36.0], shoonya_2s5M6G8J29PS51, 5722057]
[paragraph, [156.0, 1345.0, 267.0, 36.0], shoonya_2s5M6G8J29PS51, 5722057]
[paragraph, [156.0, 1381.0, 267.0, 36.0], shoonya_2s5M6G8J29PS51, 5722057]
