[1754, 1241]
[paragraph, [107.0, 105.0, 1025.0, 36.0], jQ_baa3urz, 5708493]
[ordered-list, [110.0, 167.0, 1025.0, 36.0], shoonya_1sK1JVP9RT9RJI, 5708493]
[ordered-list, [110.0, 203.0, 1025.0, 36.0], shoonya_1sK1JVP9RT9RJI, 5708493]
[ordered-list, [110.0, 239.0, 1025.0, 36.0], shoonya_1sK1JVP9RT9RJI, 5708493]
[ordered-list, [110.0, 275.0, 1025.0, 36.0], shoonya_1sK1JVP9RT9RJI, 5708493]
[ordered-list, [110.0, 311.0, 1025.0, 36.0], shoonya_1sK1JVP9RT9RJI, 5708493]
[ordered-list, [110.0, 347.0, 1025.0, 36.0], shoonya_1sK1JVP9RT9RJI, 5708493]
[ordered-list, [110.0, 383.0, 1025.0, 36.0], shoonya_1sK1JVP9RT9RJI, 5708493]
[ordered-list, [110.0, 419.0, 1025.0, 36.0], shoonya_1sK1JVP9RT9RJI, 5708493]
[ordered-list, [110.0, 455.0, 1025.0, 36.0], shoonya_1sK1JVP9RT9RJI, 5708493]
[ordered-list, [110.0, 491.0, 1025.0, 36.0], shoonya_1sK1JVP9RT9RJI, 5708493]
[paragraph, [102.0, 539.0, 1031.0, 36.0], XcAxV2YG-q, 5708493]
[paragraph, [102.0, 575.0, 1031.0, 36.0], XcAxV2YG-q, 5708493]
[ordered-list, [102.0, 632.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 668.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 704.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 740.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 776.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 812.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 848.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 884.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 920.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 956.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 992.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1028.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1064.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1100.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1136.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1172.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1208.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1244.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1280.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1316.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1352.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1388.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1424.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1460.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1496.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1532.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[ordered-list, [102.0, 1568.0, 1054.0, 36.0], NnS5u5xFC8, 5708493]
[sub-ordered-list, [189.0, 753.0, 938.0, 36.0], riaOD7d9ls, 5708493]
[sub-ordered-list, [189.0, 789.0, 938.0, 36.0], riaOD7d9ls, 5708493]
[sub-ordered-list, [189.0, 825.0, 938.0, 36.0], riaOD7d9ls, 5708493]
[sub-ordered-list, [189.0, 861.0, 938.0, 36.0], riaOD7d9ls, 5708493]
[sub-ordered-list, [183.0, 942.0, 946.0, 36.0], V_YLf-5w4X, 5708493]
[sub-ordered-list, [183.0, 978.0, 946.0, 36.0], V_YLf-5w4X, 5708493]
[sub-ordered-list, [183.0, 1014.0, 946.0, 36.0], V_YLf-5w4X, 5708493]
[sub-ordered-list, [183.0, 1050.0, 946.0, 36.0], V_YLf-5w4X, 5708493]
[sub-ordered-list, [189.0, 1125.0, 937.0, 36.0], oax_02XcVD, 5708493]
[sub-ordered-list, [189.0, 1161.0, 937.0, 36.0], oax_02XcVD, 5708493]
[sub-ordered-list, [189.0, 1197.0, 937.0, 36.0], oax_02XcVD, 5708493]
[sub-ordered-list, [189.0, 1233.0, 937.0, 36.0], oax_02XcVD, 5708493]
[sub-ordered-list, [189.0, 1269.0, 937.0, 36.0], oax_02XcVD, 5708493]
[sub-ordered-list, [186.0, 1405.0, 944.0, 36.0], fQE-flzcwb, 5708493]
[sub-ordered-list, [186.0, 1441.0, 944.0, 36.0], fQE-flzcwb, 5708493]
[sub-ordered-list, [186.0, 1477.0, 944.0, 36.0], fQE-flzcwb, 5708493]
[sub-ordered-list, [186.0, 1513.0, 944.0, 36.0], fQE-flzcwb, 5708493]
[sub-ordered-list, [186.0, 1549.0, 944.0, 36.0], fQE-flzcwb, 5708493]
[sub-ordered-list, [186.0, 1585.0, 944.0, 36.0], fQE-flzcwb, 5708493]
