[2339, 1656]
[paragraph, [183.0, 191.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 227.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 263.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 299.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 335.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 371.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 407.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 443.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 479.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 515.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 551.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 587.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 623.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 659.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 695.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 731.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 767.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 803.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 839.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 875.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 911.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [183.0, 947.0, 1284.0, 36.0], shoonya_0sZ5UYP0E1KQUC, 5730870]
[paragraph, [186.0, 1034.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1070.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1106.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1142.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1178.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1214.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1250.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1286.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1322.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1358.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1394.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1430.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1466.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1502.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1538.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1574.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1610.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1646.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1682.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1718.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1754.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1790.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1826.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1862.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1898.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [186.0, 1934.0, 1286.0, 36.0], shoonya_1s1307BI9DPQ0N, 5730870]
[paragraph, [194.0, 2008.0, 1269.0, 36.0], BWxbJaN245, 5730870]
[paragraph, [194.0, 2044.0, 1269.0, 36.0], BWxbJaN245, 5730870]
[paragraph, [194.0, 2080.0, 1269.0, 36.0], BWxbJaN245, 5730870]
