[1650, 1275]
[paragraph, [213.0, 115.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 151.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 187.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 223.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 259.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 295.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 331.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 367.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 403.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 439.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 475.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 511.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 547.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 583.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [213.0, 619.0, 937.0, 36.0], shoonya_0s0P2HMKN5ZD8F, 5714704]
[paragraph, [449.0, 699.0, 305.0, 36.0], shoonya_1sUKJJQ1RRA340, 5714704]
[paragraph, [449.0, 735.0, 305.0, 36.0], shoonya_1sUKJJQ1RRA340, 5714704]
[paragraph, [449.0, 771.0, 305.0, 36.0], shoonya_1sUKJJQ1RRA340, 5714704]
[paragraph, [449.0, 807.0, 305.0, 36.0], shoonya_1sUKJJQ1RRA340, 5714704]
[paragraph, [201.0, 852.0, 943.0, 36.0], shoonya_2sXMO4M7ISOV2J, 5714704]
[paragraph, [201.0, 888.0, 943.0, 36.0], shoonya_2sXMO4M7ISOV2J, 5714704]
[paragraph, [201.0, 924.0, 943.0, 36.0], shoonya_2sXMO4M7ISOV2J, 5714704]
[paragraph, [201.0, 960.0, 943.0, 36.0], shoonya_2sXMO4M7ISOV2J, 5714704]
[paragraph, [201.0, 996.0, 943.0, 36.0], shoonya_2sXMO4M7ISOV2J, 5714704]
[paragraph, [201.0, 1032.0, 943.0, 36.0], shoonya_2sXMO4M7ISOV2J, 5714704]
[paragraph, [201.0, 1068.0, 943.0, 36.0], shoonya_2sXMO4M7ISOV2J, 5714704]
[paragraph, [201.0, 1104.0, 943.0, 36.0], shoonya_2sXMO4M7ISOV2J, 5714704]
[paragraph, [201.0, 1140.0, 943.0, 36.0], shoonya_2sXMO4M7ISOV2J, 5714704]
[paragraph, [201.0, 1176.0, 943.0, 36.0], shoonya_2sXMO4M7ISOV2J, 5714704]
[paragraph, [199.0, 1222.0, 952.0, 36.0], shoonya_3sC37HFIRC6EGI, 5714704]
[paragraph, [199.0, 1258.0, 952.0, 36.0], shoonya_3sC37HFIRC6EGI, 5714704]
[paragraph, [199.0, 1294.0, 952.0, 36.0], shoonya_3sC37HFIRC6EGI, 5714704]
[paragraph, [199.0, 1330.0, 952.0, 36.0], shoonya_3sC37HFIRC6EGI, 5714704]
[paragraph, [199.0, 1366.0, 952.0, 36.0], shoonya_3sC37HFIRC6EGI, 5714704]
[paragraph, [199.0, 1402.0, 952.0, 36.0], shoonya_3sC37HFIRC6EGI, 5714704]
[paragraph, [199.0, 1438.0, 952.0, 36.0], shoonya_3sC37HFIRC6EGI, 5714704]
