[842, 596]
[ordered-list, [66.0, 58.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 76.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 94.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 112.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 130.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 148.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 166.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 184.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 202.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 220.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 238.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 256.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 274.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 292.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 310.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 328.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 346.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 364.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 382.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 400.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 418.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 436.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 454.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 472.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 490.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 508.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 526.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 544.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 562.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 580.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 598.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 616.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 634.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 652.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 670.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 688.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 706.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 724.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[ordered-list, [66.0, 742.0, 490.0, 18.0], Wf0msXaJnu, 5746225]
[section-title, [76.0, 353.0, 280.0, 30.0], lb6sFCXPXZ, 5746225]
[section-title, [69.0, 479.0, 421.0, 30.0], 848ZyDMAvi, 5746225]
[sub-unordered-list, [81.0, 663.0, 467.0, 18.0], shoonya_0sIOG7J1UYWW5L, 5746225]
[sub-unordered-list, [81.0, 681.0, 467.0, 18.0], shoonya_0sIOG7J1UYWW5L, 5746225]
[sub-unordered-list, [81.0, 699.0, 467.0, 18.0], shoonya_0sIOG7J1UYWW5L, 5746225]
[sub-unordered-list, [81.0, 717.0, 467.0, 18.0], shoonya_0sIOG7J1UYWW5L, 5746225]
[sub-unordered-list, [81.0, 735.0, 467.0, 18.0], shoonya_0sIOG7J1UYWW5L, 5746225]
