[2339, 1653]
[ordered-list, [266.0, 191.0, 1208.0, 36.0], shoonya_0sPLRYN23NNTP1, 5737707]
[ordered-list, [266.0, 227.0, 1208.0, 36.0], shoonya_0sPLRYN23NNTP1, 5737707]
[ordered-list, [266.0, 263.0, 1208.0, 36.0], shoonya_0sPLRYN23NNTP1, 5737707]
[ordered-list, [266.0, 299.0, 1208.0, 36.0], shoonya_0sPLRYN23NNTP1, 5737707]
[ordered-list, [266.0, 335.0, 1208.0, 36.0], shoonya_0sPLRYN23NNTP1, 5737707]
[ordered-list, [266.0, 371.0, 1208.0, 36.0], shoonya_0sPLRYN23NNTP1, 5737707]
[ordered-list, [266.0, 407.0, 1208.0, 36.0], shoonya_0sPLRYN23NNTP1, 5737707]
[ordered-list, [266.0, 443.0, 1208.0, 36.0], shoonya_0sPLRYN23NNTP1, 5737707]
[ordered-list, [266.0, 479.0, 1208.0, 36.0], shoonya_0sPLRYN23NNTP1, 5737707]
[ordered-list, [266.0, 515.0, 1208.0, 36.0], shoonya_0sPLRYN23NNTP1, 5737707]
[reference, [242.0, 596.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 632.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 668.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 704.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 740.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 776.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 812.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 848.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 884.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 920.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 956.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 992.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1028.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1064.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1100.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1136.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1172.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1208.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1244.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1280.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1316.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1352.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1388.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1424.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1460.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1496.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1532.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1568.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1604.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1640.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1676.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1712.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1748.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1784.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1820.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1856.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1892.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1928.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 1964.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 2000.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 2036.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[reference, [242.0, 2072.0, 1230.0, 36.0], n9S48qu3eB, 5737707]
[website-link, [476.0, 1290.0, 574.0, 18.0], WEzZm7ZrfN, 5737707]
[website-link, [476.0, 1308.0, 574.0, 18.0], WEzZm7ZrfN, 5737707]
[website-link, [695.0, 1342.0, 785.0, 18.0], JZWWDwjVwg, 5737707]
[website-link, [695.0, 1360.0, 785.0, 18.0], JZWWDwjVwg, 5737707]
[website-link, [334.0, 1394.0, 478.0, 18.0], 2bVFKrVkqL, 5737707]
[website-link, [334.0, 1412.0, 478.0, 18.0], 2bVFKrVkqL, 5737707]
[website-link, [680.0, 1440.0, 788.0, 18.0], YtdU2a94HP, 5737707]
[website-link, [680.0, 1458.0, 788.0, 18.0], YtdU2a94HP, 5737707]
[website-link, [338.0, 1497.0, 184.0, 18.0], CKyaTd_BuP, 5737707]
[website-link, [348.0, 1938.0, 599.0, 18.0], vUhL4th_r4, 5737707]
[website-link, [348.0, 1956.0, 599.0, 18.0], vUhL4th_r4, 5737707]
[website-link, [321.0, 2037.0, 1151.0, 18.0], gCjKIXkjBr, 5737707]
[website-link, [321.0, 2055.0, 1151.0, 18.0], gCjKIXkjBr, 5737707]
[website-link, [321.0, 2073.0, 1151.0, 18.0], gCjKIXkjBr, 5737707]
[website-link, [321.0, 2091.0, 1151.0, 18.0], gCjKIXkjBr, 5737707]
[folio, [253.0, 2157.0, 96.0, 36.0], ddF2c3rwG8, 5737707]
