[1818, 1374]
[paragraph, [107.0, 175.0, 561.0, 36.0], shoonya_3sN960BGBYC7BU, 5683242]
[paragraph, [107.0, 211.0, 561.0, 36.0], shoonya_3sN960BGBYC7BU, 5683242]
[paragraph, [107.0, 247.0, 561.0, 36.0], shoonya_3sN960BGBYC7BU, 5683242]
[paragraph, [107.0, 283.0, 561.0, 36.0], shoonya_3sN960BGBYC7BU, 5683242]
[paragraph, [107.0, 319.0, 561.0, 36.0], shoonya_3sN960BGBYC7BU, 5683242]
[paragraph, [107.0, 355.0, 561.0, 36.0], shoonya_3sN960BGBYC7BU, 5683242]
[paragraph, [107.0, 391.0, 561.0, 36.0], shoonya_3sN960BGBYC7BU, 5683242]
[paragraph, [107.0, 427.0, 561.0, 36.0], shoonya_3sN960BGBYC7BU, 5683242]
[paragraph, [107.0, 463.0, 561.0, 36.0], shoonya_3sN960BGBYC7BU, 5683242]
[paragraph, [107.0, 499.0, 561.0, 36.0], shoonya_3sN960BGBYC7BU, 5683242]
[paragraph, [107.0, 535.0, 561.0, 36.0], shoonya_3sN960BGBYC7BU, 5683242]
[paragraph, [692.0, 175.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 211.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 247.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 283.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 319.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 355.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 391.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 427.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 463.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 499.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 535.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 571.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 607.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 643.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 679.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 715.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 751.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 787.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 823.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [692.0, 859.0, 558.0, 36.0], _OrDh3urgb, 5683242]
[paragraph, [109.0, 724.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 760.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 796.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 832.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 868.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 904.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 940.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 976.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1012.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1048.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1084.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1120.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1156.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1192.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1228.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1264.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1300.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1336.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1372.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1408.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1444.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1480.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1516.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1552.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1588.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1624.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [109.0, 1660.0, 570.0, 36.0], Tr0I3SRlrk, 5683242]
[paragraph, [693.0, 906.0, 563.0, 36.0], 6fN7CNdTXp, 5683242]
[paragraph, [693.0, 942.0, 563.0, 36.0], 6fN7CNdTXp, 5683242]
[paragraph, [694.0, 993.0, 567.0, 36.0], V0Tf2c2My5, 5683242]
[paragraph, [694.0, 1029.0, 567.0, 36.0], V0Tf2c2My5, 5683242]
[paragraph, [694.0, 1065.0, 567.0, 36.0], V0Tf2c2My5, 5683242]
[paragraph, [694.0, 1101.0, 567.0, 36.0], V0Tf2c2My5, 5683242]
[paragraph, [694.0, 1137.0, 567.0, 36.0], V0Tf2c2My5, 5683242]
[paragraph, [696.0, 1205.0, 564.0, 36.0], Cf9MwieM76, 5683242]
[paragraph, [696.0, 1241.0, 564.0, 36.0], Cf9MwieM76, 5683242]
[paragraph, [696.0, 1277.0, 564.0, 36.0], Cf9MwieM76, 5683242]
[paragraph, [696.0, 1313.0, 564.0, 36.0], Cf9MwieM76, 5683242]
[paragraph, [695.0, 1375.0, 574.0, 36.0], JgU8hucrHI, 5683242]
[paragraph, [695.0, 1411.0, 574.0, 36.0], JgU8hucrHI, 5683242]
[paragraph, [695.0, 1447.0, 574.0, 36.0], JgU8hucrHI, 5683242]
[paragraph, [695.0, 1483.0, 574.0, 36.0], JgU8hucrHI, 5683242]
[paragraph, [695.0, 1519.0, 574.0, 36.0], JgU8hucrHI, 5683242]
[paragraph, [695.0, 1555.0, 574.0, 36.0], JgU8hucrHI, 5683242]
[paragraph, [695.0, 1591.0, 574.0, 36.0], JgU8hucrHI, 5683242]
[paragraph, [695.0, 1627.0, 574.0, 36.0], JgU8hucrHI, 5683242]
[paragraph, [727.0, 1669.0, 543.0, 36.0], h2BcXWCveo, 5683242]
