[3509, 2480]
[paragraph, [368.0, 395.0, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 447.5, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 500.0, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 552.5, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 605.0, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 657.5, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 710.0, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 762.5, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 815.0, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 867.5, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 920.0, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 972.5, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 1025.0, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [368.0, 1077.5, 1760.0, 52.5], shoonya_2sJYSI9PFK0IAA, 5724365]
[paragraph, [365.0, 1203.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1255.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1308.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1360.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1413.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1465.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1518.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1570.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1623.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1675.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1728.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1780.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1833.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1885.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1938.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 1990.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2043.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2095.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2148.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2200.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2253.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2305.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2358.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2410.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2463.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2515.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2568.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2620.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2673.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2725.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2778.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2830.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2883.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2935.5, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
[paragraph, [365.0, 2988.0, 1765.0, 52.5], shoonya_0sFU3195NT706O, 5724365]
