[1372, 849]
[section-title, [341.0, 66.0, 162.0, 30.0], shoonya_2sMGQ23OUYEO2Z, 5709820]
[paragraph, [56.0, 134.0, 738.0, 18.0], kYXsRBKU91, 5709820]
[paragraph, [56.0, 152.0, 738.0, 18.0], kYXsRBKU91, 5709820]
[paragraph, [56.0, 170.0, 738.0, 18.0], kYXsRBKU91, 5709820]
[paragraph, [56.0, 188.0, 738.0, 18.0], kYXsRBKU91, 5709820]
[paragraph, [55.0, 219.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 237.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 255.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 273.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 291.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 309.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 327.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 345.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 363.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 381.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 399.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 417.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 435.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 453.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 471.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 489.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 507.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 525.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 543.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 561.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 579.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 597.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 615.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 633.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 651.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 669.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 687.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 705.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [55.0, 723.0, 735.0, 18.0], shoonya_1sAZBYJQ5U0AN4, 5709820]
[paragraph, [53.0, 742.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 760.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 778.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 796.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 814.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 832.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 850.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 868.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 886.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 904.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 922.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 940.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 958.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 976.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 994.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1012.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1030.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1048.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1066.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1084.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1102.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1120.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1138.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1156.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1174.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1192.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1210.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1228.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1246.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
[paragraph, [53.0, 1264.0, 735.0, 18.0], shoonya_0s1ID6J0VAETAQ, 5709820]
