[1358, 821]
[folio, [610.0, 62.0, 117.0, 18.0], shoonya_10s7UB2QISJ9X2, 5782520]
[folio, [610.0, 80.0, 117.0, 18.0], shoonya_10s7UB2QISJ9X2, 5782520]
[folio, [204.0, 116.0, 404.0, 18.0], shoonya_4sZTVQSJDSEN43, 5782520]
[ordered-list, [73.0, 152.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 170.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 188.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 206.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 224.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 242.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 260.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 278.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 296.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 314.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 332.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 350.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 368.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 386.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 404.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 422.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 440.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 458.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 476.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 494.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 512.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 530.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 548.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 566.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 584.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 602.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 620.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[ordered-list, [73.0, 638.0, 663.0, 18.0], shoonya_12sSTGJC4F72YX, 5782520]
[sub-ordered-list, [84.0, 178.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 196.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 214.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 232.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 250.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 268.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 286.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 304.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 322.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 340.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 358.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 376.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 394.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 412.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 430.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 448.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 466.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 484.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 502.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 520.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 538.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 556.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 574.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 592.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 610.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 628.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[sub-ordered-list, [84.0, 646.0, 645.0, 18.0], shoonya_7sF1CDWGVVUNW0, 5782520]
[figure-caption, [176.0, 1056.0, 129.0, 18.0], shoonya_6sYJVP88WLF3DH, 5782520]
[figure-caption, [474.0, 1059.0, 200.0, 18.0], shoonya_5s7HHBJMEP38OE, 5782520]
[ordered-list, [172.0, 1080.0, 135.0, 18.0], shoonya_9sH7KYJKDHO8F7, 5782520]
[ordered-list, [172.0, 1098.0, 135.0, 18.0], shoonya_9sH7KYJKDHO8F7, 5782520]
[ordered-list, [172.0, 1116.0, 135.0, 18.0], shoonya_9sH7KYJKDHO8F7, 5782520]
[ordered-list, [172.0, 1134.0, 135.0, 18.0], shoonya_9sH7KYJKDHO8F7, 5782520]
[ordered-list, [172.0, 1152.0, 135.0, 18.0], shoonya_9sH7KYJKDHO8F7, 5782520]
[ordered-list, [172.0, 1170.0, 135.0, 18.0], shoonya_9sH7KYJKDHO8F7, 5782520]
[ordered-list, [486.0, 1083.0, 140.0, 18.0], shoonya_8s4ATEYSBW6JWO, 5782520]
[ordered-list, [486.0, 1101.0, 140.0, 18.0], shoonya_8s4ATEYSBW6JWO, 5782520]
[ordered-list, [486.0, 1119.0, 140.0, 18.0], shoonya_8s4ATEYSBW6JWO, 5782520]
[ordered-list, [486.0, 1137.0, 140.0, 18.0], shoonya_8s4ATEYSBW6JWO, 5782520]
[ordered-list, [486.0, 1155.0, 140.0, 18.0], shoonya_8s4ATEYSBW6JWO, 5782520]
