[1746, 1241]
[placeholder-text, [76.0, 190.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 208.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 226.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 244.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 262.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 280.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 298.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 316.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 334.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 352.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 370.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 388.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 406.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 424.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 442.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 460.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 478.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 496.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 514.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 532.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 550.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 568.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 586.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 604.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [76.0, 622.0, 1091.0, 18.0], shoonya_3sA2GC8KMG5ATU, 5719010]
[placeholder-text, [72.0, 724.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 742.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 760.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 778.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 796.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 814.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 832.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 850.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 868.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 886.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 904.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 922.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 940.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 958.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 976.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 994.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 1012.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 1030.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 1048.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 1066.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 1084.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 1102.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 1120.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 1138.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 1156.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [72.0, 1174.0, 1092.0, 18.0], shoonya_6sFW4UH3UEZFIS, 5719010]
[placeholder-text, [68.0, 1261.0, 1091.0, 18.0], shoonya_8sOFEE8EBL99LP, 5719010]
[placeholder-text, [68.0, 1279.0, 1091.0, 18.0], shoonya_8sOFEE8EBL99LP, 5719010]
[placeholder-text, [68.0, 1297.0, 1091.0, 18.0], shoonya_8sOFEE8EBL99LP, 5719010]
[placeholder-text, [68.0, 1315.0, 1091.0, 18.0], shoonya_8sOFEE8EBL99LP, 5719010]
[placeholder-text, [68.0, 1333.0, 1091.0, 18.0], shoonya_8sOFEE8EBL99LP, 5719010]
[placeholder-text, [68.0, 1351.0, 1091.0, 18.0], shoonya_8sOFEE8EBL99LP, 5719010]
[placeholder-text, [68.0, 1369.0, 1091.0, 18.0], shoonya_8sOFEE8EBL99LP, 5719010]
[placeholder-text, [68.0, 1387.0, 1091.0, 18.0], shoonya_8sOFEE8EBL99LP, 5719010]
[placeholder-text, [68.0, 1405.0, 1091.0, 18.0], shoonya_8sOFEE8EBL99LP, 5719010]
[placeholder-text, [68.0, 1423.0, 1091.0, 18.0], shoonya_8sOFEE8EBL99LP, 5719010]
[placeholder-text, [68.0, 1441.0, 1091.0, 18.0], shoonya_8sOFEE8EBL99LP, 5719010]
[placeholder-text, [68.0, 1459.0, 1091.0, 18.0], shoonya_8sOFEE8EBL99LP, 5719010]
[folio, [69.0, 1534.0, 329.0, 36.0], shoonya_9sE2WLA37T2J0E, 5719010]
