[1447, 1063]
[folio, [415.0, 51.0, 208.0, 18.0], tBYdcV1Vsv, 5762810]
[unordered-list, [532.0, 94.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 112.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 130.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 148.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 166.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 184.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 202.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 220.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 238.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 256.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 274.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 292.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 310.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 328.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 346.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 364.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 382.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 400.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 418.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 436.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 454.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 472.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 490.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 508.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 526.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 544.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 562.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 580.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 598.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 616.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [532.0, 634.0, 442.0, 18.0], E9lkr9p2uo, 5762810]
[unordered-list, [93.0, 95.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 113.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 131.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 149.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 167.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 185.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 203.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 221.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 239.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 257.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 275.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 293.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 311.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 329.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 347.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 365.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 383.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 401.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 419.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 437.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 455.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 473.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 491.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 509.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 527.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 545.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 563.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 581.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 599.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
[unordered-list, [93.0, 617.0, 434.0, 18.0], shoonya_2s6JZK8ASNKXID, 5762810]
