[1031, 622]
[section-title, [247.0, 69.0, 127.0, 30.0], shoonya_2sUPZS9DSKVUAZ, 5710293]
[paragraph, [48.0, 111.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 129.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 147.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 165.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 183.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 201.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 219.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 237.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 255.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 273.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 291.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 309.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 327.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 345.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 363.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 381.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 399.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 417.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 435.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 453.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 471.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 489.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 507.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 525.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 543.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 561.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 579.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 597.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 615.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 633.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 651.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 669.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 687.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [48.0, 705.0, 554.0, 18.0], shoonya_1sO4TRLNCTQ5AI, 5710293]
[paragraph, [46.0, 735.0, 557.0, 18.0], shoonya_0sYRT1HD4HEH3Y, 5710293]
[paragraph, [46.0, 753.0, 557.0, 18.0], shoonya_0sYRT1HD4HEH3Y, 5710293]
[paragraph, [46.0, 771.0, 557.0, 18.0], shoonya_0sYRT1HD4HEH3Y, 5710293]
[paragraph, [46.0, 789.0, 557.0, 18.0], shoonya_0sYRT1HD4HEH3Y, 5710293]
[paragraph, [46.0, 807.0, 557.0, 18.0], shoonya_0sYRT1HD4HEH3Y, 5710293]
[paragraph, [46.0, 825.0, 557.0, 18.0], shoonya_0sYRT1HD4HEH3Y, 5710293]
[paragraph, [46.0, 843.0, 557.0, 18.0], shoonya_0sYRT1HD4HEH3Y, 5710293]
[paragraph, [46.0, 861.0, 557.0, 18.0], shoonya_0sYRT1HD4HEH3Y, 5710293]
[paragraph, [46.0, 879.0, 557.0, 18.0], shoonya_0sYRT1HD4HEH3Y, 5710293]
[paragraph, [46.0, 897.0, 557.0, 18.0], shoonya_0sYRT1HD4HEH3Y, 5710293]
[paragraph, [46.0, 915.0, 557.0, 18.0], shoonya_0sYRT1HD4HEH3Y, 5710293]
[paragraph, [46.0, 933.0, 557.0, 18.0], shoonya_0sYRT1HD4HEH3Y, 5710293]
