[2481, 1654]
[folio, [1184.0, 90.0, 134.0, 36.0], zxGD-mX3fq, 5721362]
[folio, [1184.0, 126.0, 134.0, 36.0], zxGD-mX3fq, 5721362]
[paragraph, [148.0, 214.0, 1308.0, 36.0], i4ytHCPCaz, 5721362]
[paragraph, [148.0, 250.0, 1308.0, 36.0], i4ytHCPCaz, 5721362]
[paragraph, [148.0, 286.0, 1308.0, 36.0], i4ytHCPCaz, 5721362]
[paragraph, [208.0, 322.0, 878.0, 36.0], j-zo5Gyawb, 5721362]
[paragraph, [161.0, 375.0, 1288.0, 36.0], YNmV_XyAni, 5721362]
[paragraph, [161.0, 411.0, 1288.0, 36.0], YNmV_XyAni, 5721362]
[paragraph, [210.0, 479.0, 576.0, 36.0], 9afut2sKSb, 5721362]
[paragraph, [152.0, 535.0, 1294.0, 36.0], LlRJrd00xn, 5721362]
[paragraph, [152.0, 571.0, 1294.0, 36.0], LlRJrd00xn, 5721362]
[paragraph, [221.0, 638.0, 628.0, 36.0], fDAhTvMSlY, 5721362]
[paragraph, [152.0, 685.0, 1298.0, 36.0], B2EPn1AgtN, 5721362]
[paragraph, [152.0, 721.0, 1298.0, 36.0], B2EPn1AgtN, 5721362]
[paragraph, [150.0, 795.0, 1302.0, 36.0], z9LuuoJtfg, 5721362]
[paragraph, [150.0, 831.0, 1302.0, 36.0], z9LuuoJtfg, 5721362]
[paragraph, [150.0, 867.0, 1302.0, 36.0], z9LuuoJtfg, 5721362]
[paragraph, [150.0, 903.0, 1302.0, 36.0], z9LuuoJtfg, 5721362]
[paragraph, [150.0, 939.0, 1302.0, 36.0], z9LuuoJtfg, 5721362]
[paragraph, [150.0, 1001.0, 1300.0, 36.0], 6x9UiKLP30, 5721362]
[paragraph, [150.0, 1037.0, 1300.0, 36.0], 6x9UiKLP30, 5721362]
[paragraph, [150.0, 1073.0, 1300.0, 36.0], 6x9UiKLP30, 5721362]
[paragraph, [150.0, 1109.0, 1300.0, 36.0], 6x9UiKLP30, 5721362]
[paragraph, [146.0, 1158.0, 1304.0, 36.0], 4VsuAEgpuA, 5721362]
[paragraph, [146.0, 1194.0, 1304.0, 36.0], 4VsuAEgpuA, 5721362]
[paragraph, [146.0, 1230.0, 1304.0, 36.0], 4VsuAEgpuA, 5721362]
[paragraph, [146.0, 1266.0, 1304.0, 36.0], 4VsuAEgpuA, 5721362]
[paragraph, [146.0, 1302.0, 1304.0, 36.0], 4VsuAEgpuA, 5721362]
[paragraph, [146.0, 1338.0, 1304.0, 36.0], 4VsuAEgpuA, 5721362]
[paragraph, [146.0, 1374.0, 1304.0, 36.0], 4VsuAEgpuA, 5721362]
[paragraph, [146.0, 1410.0, 1304.0, 36.0], 4VsuAEgpuA, 5721362]
[paragraph, [146.0, 1446.0, 1304.0, 36.0], 4VsuAEgpuA, 5721362]
[paragraph, [140.0, 1522.0, 1306.0, 36.0], qYJ1bhPKhn, 5721362]
[paragraph, [140.0, 1558.0, 1306.0, 36.0], qYJ1bhPKhn, 5721362]
[paragraph, [140.0, 1594.0, 1306.0, 36.0], qYJ1bhPKhn, 5721362]
[paragraph, [140.0, 1630.0, 1306.0, 36.0], qYJ1bhPKhn, 5721362]
[paragraph, [140.0, 1666.0, 1306.0, 36.0], qYJ1bhPKhn, 5721362]
[paragraph, [140.0, 1702.0, 1306.0, 36.0], qYJ1bhPKhn, 5721362]
[paragraph, [140.0, 1738.0, 1306.0, 36.0], qYJ1bhPKhn, 5721362]
[paragraph, [140.0, 1774.0, 1306.0, 36.0], qYJ1bhPKhn, 5721362]
[paragraph, [219.0, 1836.0, 541.0, 36.0], xrATyOLriO, 5721362]
[paragraph, [153.0, 1888.0, 1292.0, 36.0], shoonya_1s1GB4DL3Y0D29, 5721362]
[paragraph, [153.0, 1924.0, 1292.0, 36.0], shoonya_1s1GB4DL3Y0D29, 5721362]
[paragraph, [153.0, 1960.0, 1292.0, 36.0], shoonya_1s1GB4DL3Y0D29, 5721362]
[paragraph, [153.0, 1996.0, 1292.0, 36.0], shoonya_1s1GB4DL3Y0D29, 5721362]
[paragraph, [153.0, 2032.0, 1292.0, 36.0], shoonya_1s1GB4DL3Y0D29, 5721362]
[paragraph, [153.0, 2068.0, 1292.0, 36.0], shoonya_1s1GB4DL3Y0D29, 5721362]
[paragraph, [153.0, 2104.0, 1292.0, 36.0], shoonya_1s1GB4DL3Y0D29, 5721362]
[paragraph, [153.0, 2140.0, 1292.0, 36.0], shoonya_1s1GB4DL3Y0D29, 5721362]
