[792, 612]
[folio, [207.0, 24.0, 228.0, 18.0], b4JTcc0mbI, 5744205]
[paragraph, [106.0, 57.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 75.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 93.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 111.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 129.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 147.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 165.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 183.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 201.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 219.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 237.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 255.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 273.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 291.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 309.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [106.0, 327.0, 435.0, 18.0], shoonya_0sP6U7PCY4MRKI, 5744205]
[paragraph, [108.0, 354.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 372.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 390.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 408.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 426.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 444.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 462.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 480.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 498.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 516.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 534.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 552.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 570.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [108.0, 588.0, 432.0, 18.0], BNdwMZjlrF, 5744205]
[paragraph, [111.0, 625.0, 432.0, 18.0], mREPchPd8d, 5744205]
[paragraph, [111.0, 643.0, 432.0, 18.0], mREPchPd8d, 5744205]
[paragraph, [111.0, 661.0, 432.0, 18.0], mREPchPd8d, 5744205]
[paragraph, [111.0, 679.0, 432.0, 18.0], mREPchPd8d, 5744205]
[paragraph, [111.0, 697.0, 432.0, 18.0], mREPchPd8d, 5744205]
[paragraph, [111.0, 715.0, 432.0, 18.0], mREPchPd8d, 5744205]
