[1447, 1063]
[folio, [407.0, 53.0, 217.0, 18.0], SN5sf3RviF, 5762647]
[paragraph, [534.0, 451.0, 434.0, 18.0], shoonya_9s9KKQE2TRZBM9, 5762647]
[paragraph, [534.0, 469.0, 434.0, 18.0], shoonya_9s9KKQE2TRZBM9, 5762647]
[paragraph, [534.0, 487.0, 434.0, 18.0], shoonya_9s9KKQE2TRZBM9, 5762647]
[paragraph, [534.0, 505.0, 434.0, 18.0], shoonya_9s9KKQE2TRZBM9, 5762647]
[paragraph, [534.0, 523.0, 434.0, 18.0], shoonya_9s9KKQE2TRZBM9, 5762647]
[paragraph, [534.0, 541.0, 434.0, 18.0], shoonya_9s9KKQE2TRZBM9, 5762647]
[paragraph, [93.0, 456.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 474.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 492.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 510.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 528.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 546.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 564.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 582.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 600.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 618.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 636.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 654.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 672.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 690.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 708.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 726.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 744.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 762.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 780.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 798.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 816.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 834.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 852.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 870.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 888.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 906.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 924.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 942.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 960.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 978.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 996.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 1014.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [93.0, 1032.0, 431.0, 18.0], shoonya_0sH309C6ES5QQT, 5762647]
[paragraph, [535.0, 595.0, 435.0, 18.0], btwMva-4uE, 5762647]
[paragraph, [535.0, 613.0, 435.0, 18.0], btwMva-4uE, 5762647]
[paragraph, [535.0, 631.0, 435.0, 18.0], btwMva-4uE, 5762647]
[paragraph, [535.0, 691.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 709.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 727.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 745.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 763.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 781.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 799.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 817.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 835.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 853.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 871.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 889.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 907.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[paragraph, [535.0, 925.0, 435.0, 18.0], shoonya_4sCKHGZKBNMSJX, 5762647]
[section-title, [539.0, 969.0, 283.0, 30.0], lwrAJVSkBY, 5762647]
[paragraph, [535.0, 1031.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1049.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1067.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1085.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1103.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1121.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1139.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1157.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1175.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1193.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1211.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1229.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1247.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1265.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1283.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[paragraph, [535.0, 1301.0, 439.0, 18.0], BxlfbU9XmQ, 5762647]
[section-title, [90.0, 1093.0, 280.0, 30.0], shoonya_2s9W4KCPKX9QAB, 5762647]
[paragraph, [92.0, 1154.0, 433.0, 18.0], shoonya_5sPY74U603P3Z7, 5762647]
[paragraph, [92.0, 1172.0, 433.0, 18.0], shoonya_5sPY74U603P3Z7, 5762647]
[paragraph, [92.0, 1190.0, 433.0, 18.0], shoonya_5sPY74U603P3Z7, 5762647]
[paragraph, [92.0, 1208.0, 433.0, 18.0], shoonya_5sPY74U603P3Z7, 5762647]
[paragraph, [92.0, 1226.0, 433.0, 18.0], shoonya_5sPY74U603P3Z7, 5762647]
[paragraph, [92.0, 1244.0, 433.0, 18.0], shoonya_5sPY74U603P3Z7, 5762647]
[paragraph, [92.0, 1262.0, 433.0, 18.0], shoonya_5sPY74U603P3Z7, 5762647]
[paragraph, [92.0, 1280.0, 433.0, 18.0], shoonya_5sPY74U603P3Z7, 5762647]
[paragraph, [92.0, 1298.0, 433.0, 18.0], shoonya_5sPY74U603P3Z7, 5762647]
