[2339, 1653]
[paragraph, [225.0, 199.0, 1210.0, 36.0], shoonya_2sTB5SM5KZ1WH0, 5686248]
[paragraph, [225.0, 235.0, 1210.0, 36.0], shoonya_2sTB5SM5KZ1WH0, 5686248]
[paragraph, [225.0, 271.0, 1210.0, 36.0], shoonya_2sTB5SM5KZ1WH0, 5686248]
[paragraph, [516.0, 355.0, 518.0, 36.0], shoonya_5sXEX7D72KU1DA, 5686248]
[paragraph, [516.0, 391.0, 518.0, 36.0], shoonya_5sXEX7D72KU1DA, 5686248]
[paragraph, [516.0, 427.0, 518.0, 36.0], shoonya_5sXEX7D72KU1DA, 5686248]
[paragraph, [221.0, 504.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 540.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 576.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 612.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 648.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 684.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 720.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 756.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 792.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 828.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 864.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 900.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 936.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 972.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 1008.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 1044.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 1080.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [221.0, 1116.0, 1210.0, 36.0], shoonya_1sIZUWXEMU9WLV, 5686248]
[paragraph, [222.0, 1175.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1211.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1247.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1283.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1319.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1355.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1391.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1427.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1463.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1499.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1535.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1571.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1607.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [222.0, 1643.0, 1216.0, 36.0], shoonya_3sYA92M3ASXU99, 5686248]
[paragraph, [223.0, 1699.0, 1208.0, 36.0], s_l0qN7-Ba, 5686248]
[paragraph, [223.0, 1735.0, 1208.0, 36.0], s_l0qN7-Ba, 5686248]
[paragraph, [223.0, 1771.0, 1208.0, 36.0], s_l0qN7-Ba, 5686248]
[paragraph, [223.0, 1807.0, 1208.0, 36.0], s_l0qN7-Ba, 5686248]
[reference, [225.0, 1908.0, 1206.0, 36.0], shoonya_0sBV0HUJGZS7LI, 5686248]
[reference, [225.0, 1944.0, 1206.0, 36.0], shoonya_0sBV0HUJGZS7LI, 5686248]
[reference, [225.0, 1980.0, 1206.0, 36.0], shoonya_0sBV0HUJGZS7LI, 5686248]
[reference, [225.0, 2016.0, 1206.0, 36.0], shoonya_0sBV0HUJGZS7LI, 5686248]
[reference, [225.0, 2052.0, 1206.0, 36.0], shoonya_0sBV0HUJGZS7LI, 5686248]
[reference, [225.0, 2088.0, 1206.0, 36.0], shoonya_0sBV0HUJGZS7LI, 5686248]
