[2072, 1512]
[paragraph, [59.0, 105.0, 665.0, 36.0], shoonya_4sEFOHWWSKI5VG, 5712843]
[paragraph, [59.0, 141.0, 665.0, 36.0], shoonya_4sEFOHWWSKI5VG, 5712843]
[paragraph, [733.0, 105.0, 678.0, 36.0], shoonya_5s3GBV2YDPA3D0, 5712843]
[paragraph, [733.0, 141.0, 678.0, 36.0], shoonya_5s3GBV2YDPA3D0, 5712843]
[paragraph, [733.0, 177.0, 678.0, 36.0], shoonya_5s3GBV2YDPA3D0, 5712843]
[paragraph, [733.0, 213.0, 678.0, 36.0], shoonya_5s3GBV2YDPA3D0, 5712843]
[paragraph, [733.0, 249.0, 678.0, 36.0], shoonya_5s3GBV2YDPA3D0, 5712843]
[paragraph, [50.0, 198.0, 673.0, 36.0], shoonya_1sVCB62TWHJH68, 5712843]
[paragraph, [50.0, 234.0, 673.0, 36.0], shoonya_1sVCB62TWHJH68, 5712843]
[paragraph, [50.0, 270.0, 673.0, 36.0], shoonya_1sVCB62TWHJH68, 5712843]
[paragraph, [50.0, 306.0, 673.0, 36.0], shoonya_1sVCB62TWHJH68, 5712843]
[paragraph, [50.0, 342.0, 673.0, 36.0], shoonya_1sVCB62TWHJH68, 5712843]
[paragraph, [50.0, 378.0, 673.0, 36.0], shoonya_1sVCB62TWHJH68, 5712843]
[paragraph, [50.0, 414.0, 673.0, 36.0], shoonya_1sVCB62TWHJH68, 5712843]
[paragraph, [50.0, 450.0, 673.0, 36.0], shoonya_1sVCB62TWHJH68, 5712843]
[paragraph, [50.0, 486.0, 673.0, 36.0], shoonya_1sVCB62TWHJH68, 5712843]
[paragraph, [50.0, 522.0, 673.0, 36.0], shoonya_1sVCB62TWHJH68, 5712843]
[paragraph, [50.0, 558.0, 673.0, 36.0], shoonya_1sVCB62TWHJH68, 5712843]
[paragraph, [735.0, 309.0, 669.0, 36.0], yrbBZDKvF2, 5712843]
[paragraph, [735.0, 345.0, 669.0, 36.0], yrbBZDKvF2, 5712843]
[paragraph, [735.0, 381.0, 669.0, 36.0], yrbBZDKvF2, 5712843]
[paragraph, [735.0, 417.0, 669.0, 36.0], yrbBZDKvF2, 5712843]
[paragraph, [735.0, 453.0, 669.0, 36.0], yrbBZDKvF2, 5712843]
[paragraph, [735.0, 489.0, 669.0, 36.0], yrbBZDKvF2, 5712843]
[paragraph, [735.0, 525.0, 669.0, 36.0], yrbBZDKvF2, 5712843]
[paragraph, [735.0, 561.0, 669.0, 36.0], yrbBZDKvF2, 5712843]
[paragraph, [735.0, 597.0, 669.0, 36.0], yrbBZDKvF2, 5712843]
[paragraph, [735.0, 633.0, 669.0, 36.0], yrbBZDKvF2, 5712843]
[paragraph, [54.0, 613.0, 672.0, 36.0], shoonya_0s1Z0A1WBJU2UZ, 5712843]
[paragraph, [54.0, 649.0, 672.0, 36.0], shoonya_0s1Z0A1WBJU2UZ, 5712843]
[paragraph, [54.0, 685.0, 672.0, 36.0], shoonya_0s1Z0A1WBJU2UZ, 5712843]
[paragraph, [54.0, 721.0, 672.0, 36.0], shoonya_0s1Z0A1WBJU2UZ, 5712843]
[paragraph, [54.0, 757.0, 672.0, 36.0], shoonya_0s1Z0A1WBJU2UZ, 5712843]
[paragraph, [54.0, 793.0, 672.0, 36.0], shoonya_0s1Z0A1WBJU2UZ, 5712843]
[paragraph, [54.0, 829.0, 672.0, 36.0], shoonya_0s1Z0A1WBJU2UZ, 5712843]
[paragraph, [54.0, 865.0, 672.0, 36.0], shoonya_0s1Z0A1WBJU2UZ, 5712843]
[paragraph, [54.0, 901.0, 672.0, 36.0], shoonya_0s1Z0A1WBJU2UZ, 5712843]
[paragraph, [732.0, 707.0, 484.0, 36.0], cywychUdU0, 5712843]
[paragraph, [732.0, 743.0, 484.0, 36.0], cywychUdU0, 5712843]
[contact-info, [726.0, 810.0, 488.0, 36.0], 4xeDKGnx2k, 5712843]
[contact-info, [726.0, 846.0, 488.0, 36.0], 4xeDKGnx2k, 5712843]
[contact-info, [726.0, 882.0, 488.0, 36.0], 4xeDKGnx2k, 5712843]
[contact-info, [726.0, 918.0, 488.0, 36.0], 4xeDKGnx2k, 5712843]
[section-title, [69.0, 976.0, 1257.0, 52.5], shoonya_7sEQT5LKKF1AR1, 5712843]
[paragraph, [85.0, 1181.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [85.0, 1217.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [85.0, 1253.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [85.0, 1289.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [85.0, 1325.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [85.0, 1361.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [85.0, 1397.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [85.0, 1433.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [85.0, 1469.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [85.0, 1505.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [85.0, 1541.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [85.0, 1577.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [85.0, 1613.0, 469.0, 36.0], eVciLBLaw1, 5712843]
[paragraph, [833.0, 1205.0, 480.0, 36.0], sHN3BBWylv, 5712843]
[paragraph, [833.0, 1241.0, 480.0, 36.0], sHN3BBWylv, 5712843]
[paragraph, [833.0, 1277.0, 480.0, 36.0], sHN3BBWylv, 5712843]
[paragraph, [833.0, 1313.0, 480.0, 36.0], sHN3BBWylv, 5712843]
[paragraph, [833.0, 1349.0, 480.0, 36.0], sHN3BBWylv, 5712843]
[paragraph, [833.0, 1385.0, 480.0, 36.0], sHN3BBWylv, 5712843]
[paragraph, [833.0, 1421.0, 480.0, 36.0], sHN3BBWylv, 5712843]
[paragraph, [833.0, 1457.0, 480.0, 36.0], sHN3BBWylv, 5712843]
[paragraph, [833.0, 1493.0, 480.0, 36.0], sHN3BBWylv, 5712843]
[paragraph, [833.0, 1529.0, 480.0, 36.0], sHN3BBWylv, 5712843]
[paragraph, [833.0, 1565.0, 480.0, 36.0], sHN3BBWylv, 5712843]
[contact-info, [347.0, 1776.0, 917.0, 36.0], uVb6lLCyJu, 5712843]
[contact-info, [347.0, 1812.0, 917.0, 36.0], uVb6lLCyJu, 5712843]
[contact-info, [347.0, 1848.0, 917.0, 36.0], uVb6lLCyJu, 5712843]
