[2806, 1983]
[website-link, [641.0, 60.0, 676.0, 18.0], GiOEyj9dCJ, 5698822]
[website-link, [641.0, 78.0, 676.0, 18.0], GiOEyj9dCJ, 5698822]
[website-link, [641.0, 96.0, 676.0, 18.0], GiOEyj9dCJ, 5698822]
[website-link, [641.0, 114.0, 676.0, 18.0], GiOEyj9dCJ, 5698822]
[sidebar, [1632.0, 130.0, 182.0, 46.5], QMDjb16UuW, 5698822]
[second-level-question, [142.0, 277.0, 1686.0, 46.5], shoonya_9s2CXNUGPM8JC3, 5698822]
[second-level-question, [142.0, 323.5, 1686.0, 46.5], shoonya_9s2CXNUGPM8JC3, 5698822]
[second-level-question, [142.0, 370.0, 1686.0, 46.5], shoonya_9s2CXNUGPM8JC3, 5698822]
[second-level-question, [142.0, 416.5, 1686.0, 46.5], shoonya_9s2CXNUGPM8JC3, 5698822]
[second-level-question, [120.0, 497.0, 1707.0, 46.5], JmhhFIaMFU, 5698822]
[second-level-question, [120.0, 543.5, 1707.0, 46.5], JmhhFIaMFU, 5698822]
[second-level-question, [120.0, 590.0, 1707.0, 46.5], JmhhFIaMFU, 5698822]
[second-level-question, [120.0, 636.5, 1707.0, 46.5], JmhhFIaMFU, 5698822]
[second-level-question, [123.0, 738.0, 1734.0, 46.5], shoonya_6s1MYA6422ZAJF, 5698822]
[second-level-question, [123.0, 784.5, 1734.0, 46.5], shoonya_6s1MYA6422ZAJF, 5698822]
[second-level-question, [123.0, 831.0, 1734.0, 46.5], shoonya_6s1MYA6422ZAJF, 5698822]
[second-level-question, [123.0, 877.5, 1734.0, 46.5], shoonya_6s1MYA6422ZAJF, 5698822]
[second-level-question, [123.0, 924.0, 1734.0, 46.5], shoonya_6s1MYA6422ZAJF, 5698822]
[second-level-question, [123.0, 970.5, 1734.0, 46.5], shoonya_6s1MYA6422ZAJF, 5698822]
[second-level-question, [125.0, 1064.0, 1740.0, 46.5], shoonya_7s8ZJR7XDBROGU, 5698822]
[second-level-question, [125.0, 1110.5, 1740.0, 46.5], shoonya_7s8ZJR7XDBROGU, 5698822]
[second-level-question, [125.0, 1157.0, 1740.0, 46.5], shoonya_7s8ZJR7XDBROGU, 5698822]
[second-level-question, [125.0, 1203.5, 1740.0, 46.5], shoonya_7s8ZJR7XDBROGU, 5698822]
[second-level-question, [122.0, 1299.0, 1740.0, 46.5], shoonya_1sCAQVRQVY6CT7, 5698822]
[second-level-question, [122.0, 1345.5, 1740.0, 46.5], shoonya_1sCAQVRQVY6CT7, 5698822]
[second-level-question, [122.0, 1392.0, 1740.0, 46.5], shoonya_1sCAQVRQVY6CT7, 5698822]
[second-level-question, [122.0, 1438.5, 1740.0, 46.5], shoonya_1sCAQVRQVY6CT7, 5698822]
[second-level-question, [122.0, 1485.0, 1740.0, 46.5], shoonya_1sCAQVRQVY6CT7, 5698822]
[second-level-question, [122.0, 1531.5, 1740.0, 46.5], shoonya_1sCAQVRQVY6CT7, 5698822]
[section-title, [582.0, 1678.0, 722.0, 79.5], FT9fwnfwik, 5698822]
[sidebar, [1787.0, 1840.0, 85.0, 46.5], shoonya_2s78JF2TN2L770, 5698822]
[second-level-question, [139.0, 1990.0, 1737.0, 46.5], shoonya_5sM8QCTUZ1W9EV, 5698822]
[second-level-question, [139.0, 2036.5, 1737.0, 46.5], shoonya_5sM8QCTUZ1W9EV, 5698822]
[second-level-question, [139.0, 2083.0, 1737.0, 46.5], shoonya_5sM8QCTUZ1W9EV, 5698822]
[second-level-question, [139.0, 2129.5, 1737.0, 46.5], shoonya_5sM8QCTUZ1W9EV, 5698822]
[second-level-question, [130.0, 2230.0, 1680.0, 46.5], aS-hdsH3nU, 5698822]
[second-level-question, [130.0, 2276.5, 1680.0, 46.5], aS-hdsH3nU, 5698822]
[second-level-question, [130.0, 2323.0, 1680.0, 46.5], aS-hdsH3nU, 5698822]
[folio, [1717.0, 2433.0, 165.0, 46.5], 8b1vk4-Dpm, 5698822]
[folio, [45.0, 2435.0, 222.0, 46.5], sXCQ8S5fcN, 5698822]
[folio, [45.0, 2481.5, 222.0, 46.5], sXCQ8S5fcN, 5698822]
[website-link, [660.0, 2645.0, 632.0, 18.0], hQL-qQneDe, 5698822]
[website-link, [660.0, 2663.0, 632.0, 18.0], hQL-qQneDe, 5698822]
[website-link, [660.0, 2681.0, 632.0, 18.0], hQL-qQneDe, 5698822]
[website-link, [660.0, 2699.0, 632.0, 18.0], hQL-qQneDe, 5698822]
[website-link, [660.0, 2717.0, 632.0, 18.0], hQL-qQneDe, 5698822]
