[1320, 1176]
[chapter-title, [72.0, 198.0, 476.0, 30.0], shoonya_6s2B4CDIGALJ3F, 5694291]
[author, [834.0, 247.0, 133.0, 18.0], Aa0j6-Jq1t, 5694291]
[author, [834.0, 265.0, 133.0, 18.0], Aa0j6-Jq1t, 5694291]
[paragraph, [65.0, 288.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 306.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 324.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 342.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 360.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 378.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 396.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 414.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 432.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 450.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 468.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 486.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 504.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 522.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 540.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 558.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 576.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 594.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 612.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 630.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 648.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 666.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 684.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 702.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 720.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 738.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 756.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 774.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 792.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 810.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 828.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 846.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 864.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 882.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 900.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 918.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 936.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 954.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 972.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 990.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 1008.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 1026.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 1044.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [65.0, 1062.0, 352.0, 18.0], shoonya_4sP1XR2FAZK35D, 5694291]
[paragraph, [424.0, 291.0, 332.0, 18.0], shoonya_1s3W0CJVQRYAY2, 5694291]
[paragraph, [424.0, 309.0, 332.0, 18.0], shoonya_1s3W0CJVQRYAY2, 5694291]
[paragraph, [424.0, 327.0, 332.0, 18.0], shoonya_1s3W0CJVQRYAY2, 5694291]
[paragraph, [424.0, 345.0, 332.0, 18.0], shoonya_1s3W0CJVQRYAY2, 5694291]
[paragraph, [765.0, 292.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 310.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 328.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
