[609, 397]
[ordered-list, [46.0, 42.0, 167.0, 18.0], zFae-Y54HI, 5767920]
[ordered-list, [21.0, 60.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 78.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 96.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 114.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 132.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 150.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 168.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 186.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 204.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 222.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 240.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 258.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 276.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 294.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 312.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 330.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 348.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 366.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 384.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 402.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 420.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 438.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 456.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 474.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 492.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[ordered-list, [21.0, 510.0, 222.0, 18.0], KiOCoqD6B2, 5767920]
[sidebar, [245.0, 84.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 102.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 120.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 138.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 156.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 174.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 192.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 210.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 228.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 246.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 264.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 282.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 300.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 318.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 336.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 354.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 372.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 390.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 408.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 426.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 444.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 462.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 480.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 498.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 516.0, 114.0, 18.0], olHkyepcOk, 5767920]
[sidebar, [245.0, 534.0, 114.0, 18.0], olHkyepcOk, 5767920]
[options, [45.0, 127.0, 185.0, 18.0], 7Bh_9Rj1Pu, 5767920]
[options, [45.0, 145.0, 185.0, 18.0], 7Bh_9Rj1Pu, 5767920]
[options, [45.0, 163.0, 185.0, 18.0], 7Bh_9Rj1Pu, 5767920]
[options, [45.0, 181.0, 185.0, 18.0], 7Bh_9Rj1Pu, 5767920]
[paragraph, [254.0, 161.0, 92.0, 18.0], E6Hd-Z0cpT, 5767920]
[paragraph, [254.0, 179.0, 92.0, 18.0], E6Hd-Z0cpT, 5767920]
[paragraph, [254.0, 197.0, 92.0, 18.0], E6Hd-Z0cpT, 5767920]
[paragraph, [254.0, 215.0, 92.0, 18.0], E6Hd-Z0cpT, 5767920]
[paragraph, [254.0, 233.0, 92.0, 18.0], E6Hd-Z0cpT, 5767920]
[paragraph, [254.0, 251.0, 92.0, 18.0], E6Hd-Z0cpT, 5767920]
[paragraph, [254.0, 269.0, 92.0, 18.0], E6Hd-Z0cpT, 5767920]
[options, [44.0, 256.0, 196.0, 18.0], UxxvHRe1W5, 5767920]
[options, [44.0, 274.0, 196.0, 18.0], UxxvHRe1W5, 5767920]
[paragraph, [261.0, 335.0, 83.0, 18.0], fX63XT5Je8, 5767920]
[paragraph, [261.0, 353.0, 83.0, 18.0], fX63XT5Je8, 5767920]
[paragraph, [261.0, 371.0, 83.0, 18.0], fX63XT5Je8, 5767920]
[paragraph, [261.0, 389.0, 83.0, 18.0], fX63XT5Je8, 5767920]
[paragraph, [261.0, 407.0, 83.0, 18.0], fX63XT5Je8, 5767920]
[paragraph, [261.0, 425.0, 83.0, 18.0], fX63XT5Je8, 5767920]
[options, [42.0, 355.0, 201.0, 18.0], giRvIy-Y0M, 5767920]
[options, [42.0, 373.0, 201.0, 18.0], giRvIy-Y0M, 5767920]
[options, [42.0, 391.0, 201.0, 18.0], giRvIy-Y0M, 5767920]
[options, [47.0, 456.0, 194.0, 18.0], q55KIeLyPP, 5767920]
[options, [47.0, 474.0, 194.0, 18.0], q55KIeLyPP, 5767920]
[options, [47.0, 492.0, 194.0, 18.0], q55KIeLyPP, 5767920]
[author, [249.0, 542.0, 101.0, 18.0], QJZRXwn-e_, 5767920]
