[1719, 1325]
[section-title, [116.0, 214.0, 872.0, 49.5], shoonya_0sFLEXGW47IWGU, 5718605]
[sub-section-title, [248.0, 281.0, 556.0, 36.0], vsRcc30rCy, 5718605]
[ordered-list, [130.0, 357.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 393.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 429.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 465.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 501.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 537.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 573.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 609.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 645.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 681.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 717.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 753.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 789.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 825.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 861.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 897.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 933.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 969.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 1005.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 1041.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 1077.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 1113.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 1149.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 1185.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 1221.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 1257.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[ordered-list, [130.0, 1293.0, 781.0, 36.0], Cg6TJ3Ql0r, 5718605]
[sub-ordered-list, [516.0, 387.0, 306.0, 36.0], H9jjYMuOxS, 5718605]
[sub-ordered-list, [516.0, 423.0, 306.0, 36.0], H9jjYMuOxS, 5718605]
[sub-ordered-list, [523.0, 505.0, 299.0, 36.0], LhGa37To4M, 5718605]
[sub-ordered-list, [523.0, 541.0, 299.0, 36.0], LhGa37To4M, 5718605]
[sub-ordered-list, [515.0, 612.0, 255.0, 36.0], GmXOJSH5kT, 5718605]
[sub-ordered-list, [515.0, 648.0, 255.0, 36.0], GmXOJSH5kT, 5718605]
[sub-ordered-list, [513.0, 725.0, 364.0, 36.0], G59ky4gake, 5718605]
[sub-ordered-list, [513.0, 761.0, 364.0, 36.0], G59ky4gake, 5718605]
[sub-ordered-list, [513.0, 797.0, 364.0, 36.0], G59ky4gake, 5718605]
[sub-ordered-list, [498.0, 854.0, 289.0, 36.0], xOg6h2f8yi, 5718605]
[sub-ordered-list, [498.0, 890.0, 289.0, 36.0], xOg6h2f8yi, 5718605]
[sub-ordered-list, [498.0, 926.0, 289.0, 36.0], xOg6h2f8yi, 5718605]
[sub-ordered-list, [498.0, 990.0, 291.0, 36.0], L3qcRWAxif, 5718605]
[sub-ordered-list, [498.0, 1026.0, 291.0, 36.0], L3qcRWAxif, 5718605]
[sub-ordered-list, [498.0, 1062.0, 291.0, 36.0], L3qcRWAxif, 5718605]
[sub-ordered-list, [501.0, 1141.0, 332.0, 36.0], KUluQJORBW, 5718605]
[sub-ordered-list, [501.0, 1177.0, 332.0, 36.0], KUluQJORBW, 5718605]
[sub-ordered-list, [501.0, 1213.0, 332.0, 36.0], KUluQJORBW, 5718605]
[sub-ordered-list, [501.0, 1249.0, 332.0, 36.0], KUluQJORBW, 5718605]
[sub-ordered-list, [501.0, 1285.0, 332.0, 36.0], KUluQJORBW, 5718605]
