[792, 612]
[headline, [55.0, 82.0, 446.0, 25.5], dK1AIyWPDJ, 6516442]
[headline, [55.0, 107.5, 446.0, 25.5], dK1AIyWPDJ, 6516442]
[headline, [55.0, 133.0, 446.0, 25.5], dK1AIyWPDJ, 6516442]
[author, [56.0, 175.0, 72.0, 18.0], shoonya_11sA5NB36L8QW5, 6516442]
[paragraph, [393.0, 178.0, 163.0, 18.0], shoonya_6sQJATMYP7WCL3, 6516442]
[paragraph, [393.0, 196.0, 163.0, 18.0], shoonya_6sQJATMYP7WCL3, 6516442]
[paragraph, [56.0, 212.0, 164.0, 18.0], shoonya_7sM314P5LD1YIR, 6516442]
[paragraph, [56.0, 230.0, 164.0, 18.0], shoonya_7sM314P5LD1YIR, 6516442]
[paragraph, [56.0, 248.0, 164.0, 18.0], shoonya_7sM314P5LD1YIR, 6516442]
[paragraph, [56.0, 266.0, 164.0, 18.0], shoonya_7sM314P5LD1YIR, 6516442]
[paragraph, [56.0, 284.0, 164.0, 18.0], shoonya_7sM314P5LD1YIR, 6516442]
[paragraph, [56.0, 302.0, 164.0, 18.0], shoonya_7sM314P5LD1YIR, 6516442]
[paragraph, [56.0, 320.0, 164.0, 18.0], shoonya_7sM314P5LD1YIR, 6516442]
[paragraph, [56.0, 338.0, 164.0, 18.0], shoonya_7sM314P5LD1YIR, 6516442]
[paragraph, [390.0, 232.0, 165.0, 18.0], shoonya_8sUI9QJVKVNP88, 6516442]
[paragraph, [390.0, 250.0, 165.0, 18.0], shoonya_8sUI9QJVKVNP88, 6516442]
[paragraph, [390.0, 268.0, 165.0, 18.0], shoonya_8sUI9QJVKVNP88, 6516442]
[paragraph, [390.0, 286.0, 165.0, 18.0], shoonya_8sUI9QJVKVNP88, 6516442]
[paragraph, [390.0, 304.0, 165.0, 18.0], shoonya_8sUI9QJVKVNP88, 6516442]
[paragraph, [390.0, 322.0, 165.0, 18.0], shoonya_8sUI9QJVKVNP88, 6516442]
[paragraph, [390.0, 340.0, 165.0, 18.0], shoonya_8sUI9QJVKVNP88, 6516442]
[paragraph, [390.0, 358.0, 165.0, 18.0], shoonya_8sUI9QJVKVNP88, 6516442]
[paragraph, [390.0, 376.0, 165.0, 18.0], shoonya_8sUI9QJVKVNP88, 6516442]
[paragraph, [55.0, 374.0, 165.0, 18.0], shoonya_3sD2ASAM39IYV9, 6516442]
[paragraph, [55.0, 392.0, 165.0, 18.0], shoonya_3sD2ASAM39IYV9, 6516442]
[paragraph, [55.0, 410.0, 165.0, 18.0], shoonya_3sD2ASAM39IYV9, 6516442]
[paragraph, [55.0, 428.0, 165.0, 18.0], shoonya_3sD2ASAM39IYV9, 6516442]
[paragraph, [55.0, 446.0, 165.0, 18.0], shoonya_3sD2ASAM39IYV9, 6516442]
[paragraph, [55.0, 464.0, 165.0, 18.0], shoonya_3sD2ASAM39IYV9, 6516442]
[paragraph, [55.0, 482.0, 165.0, 18.0], shoonya_3sD2ASAM39IYV9, 6516442]
[paragraph, [55.0, 500.0, 165.0, 18.0], shoonya_3sD2ASAM39IYV9, 6516442]
[paragraph, [55.0, 518.0, 165.0, 18.0], shoonya_3sD2ASAM39IYV9, 6516442]
[paragraph, [55.0, 536.0, 165.0, 18.0], shoonya_3sD2ASAM39IYV9, 6516442]
[paragraph, [55.0, 554.0, 165.0, 18.0], shoonya_3sD2ASAM39IYV9, 6516442]
[paragraph, [55.0, 572.0, 165.0, 18.0], shoonya_3sD2ASAM39IYV9, 6516442]
[sidebar, [225.0, 400.0, 164.0, 18.0], shoonya_12sTHH4XN5T28K, 6516442]
[sidebar, [225.0, 418.0, 164.0, 18.0], shoonya_12sTHH4XN5T28K, 6516442]
[sidebar, [225.0, 436.0, 164.0, 18.0], shoonya_12sTHH4XN5T28K, 6516442]
[sidebar, [225.0, 454.0, 164.0, 18.0], shoonya_12sTHH4XN5T28K, 6516442]
[sidebar, [225.0, 472.0, 164.0, 18.0], shoonya_12sTHH4XN5T28K, 6516442]
[sidebar, [225.0, 490.0, 164.0, 18.0], shoonya_12sTHH4XN5T28K, 6516442]
[sidebar, [225.0, 508.0, 164.0, 18.0], shoonya_12sTHH4XN5T28K, 6516442]
[paragraph, [393.0, 400.0, 162.0, 18.0], shoonya_13sV60G286K40A, 6516442]
[paragraph, [393.0, 418.0, 162.0, 18.0], shoonya_13sV60G286K40A, 6516442]
[paragraph, [393.0, 436.0, 162.0, 18.0], shoonya_13sV60G286K40A, 6516442]
[paragraph, [393.0, 454.0, 162.0, 18.0], shoonya_13sV60G286K40A, 6516442]
[paragraph, [393.0, 472.0, 162.0, 18.0], shoonya_13sV60G286K40A, 6516442]
[paragraph, [392.0, 504.0, 164.0, 18.0], shoonya_9s2L0W34EFTCQH, 6516442]
[paragraph, [392.0, 522.0, 164.0, 18.0], shoonya_9s2L0W34EFTCQH, 6516442]
[paragraph, [392.0, 540.0, 164.0, 18.0], shoonya_9s2L0W34EFTCQH, 6516442]
[paragraph, [392.0, 558.0, 164.0, 18.0], shoonya_9s2L0W34EFTCQH, 6516442]
[paragraph, [392.0, 576.0, 164.0, 18.0], shoonya_9s2L0W34EFTCQH, 6516442]
[paragraph, [392.0, 594.0, 164.0, 18.0], shoonya_9s2L0W34EFTCQH, 6516442]
[paragraph, [392.0, 612.0, 164.0, 18.0], shoonya_9s2L0W34EFTCQH, 6516442]
[paragraph, [392.0, 630.0, 164.0, 18.0], shoonya_9s2L0W34EFTCQH, 6516442]
[paragraph, [392.0, 648.0, 164.0, 18.0], shoonya_9s2L0W34EFTCQH, 6516442]
[paragraph, [392.0, 666.0, 164.0, 18.0], shoonya_9s2L0W34EFTCQH, 6516442]
[paragraph, [56.0, 595.0, 163.0, 18.0], shoonya_2sEVYYQ58MP51N, 6516442]
[paragraph, [56.0, 613.0, 163.0, 18.0], shoonya_2sEVYYQ58MP51N, 6516442]
[paragraph, [56.0, 631.0, 163.0, 18.0], shoonya_2sEVYYQ58MP51N, 6516442]
[paragraph, [56.0, 649.0, 163.0, 18.0], shoonya_2sEVYYQ58MP51N, 6516442]
[paragraph, [56.0, 667.0, 163.0, 18.0], shoonya_2sEVYYQ58MP51N, 6516442]
[paragraph, [56.0, 685.0, 163.0, 18.0], shoonya_2sEVYYQ58MP51N, 6516442]
[paragraph, [56.0, 703.0, 163.0, 18.0], shoonya_2sEVYYQ58MP51N, 6516442]
[paragraph, [56.0, 721.0, 163.0, 18.0], shoonya_2sEVYYQ58MP51N, 6516442]
[paragraph, [56.0, 739.0, 163.0, 18.0], shoonya_2sEVYYQ58MP51N, 6516442]
[contact-info, [429.0, 718.0, 125.0, 18.0], shoonya_1sV75CPHZUXLT1, 6516442]
