[1350, 900]
[folio, [177.0, 195.0, 215.0, 18.0], shoonya_4s36ZFGQQMGT78, 5760130]
[paragraph, [165.0, 247.0, 555.0, 18.0], shoonya_1s6QFGPODZ4W5A, 5760130]
[paragraph, [165.0, 265.0, 555.0, 18.0], shoonya_1s6QFGPODZ4W5A, 5760130]
[paragraph, [165.0, 283.0, 555.0, 18.0], shoonya_1s6QFGPODZ4W5A, 5760130]
[paragraph, [165.0, 301.0, 555.0, 18.0], shoonya_1s6QFGPODZ4W5A, 5760130]
[paragraph, [165.0, 319.0, 555.0, 18.0], shoonya_1s6QFGPODZ4W5A, 5760130]
[paragraph, [165.0, 337.0, 555.0, 18.0], shoonya_1s6QFGPODZ4W5A, 5760130]
[paragraph, [165.0, 355.0, 555.0, 18.0], shoonya_1s6QFGPODZ4W5A, 5760130]
[paragraph, [165.0, 373.0, 555.0, 18.0], shoonya_1s6QFGPODZ4W5A, 5760130]
[paragraph, [165.0, 391.0, 555.0, 18.0], shoonya_1s6QFGPODZ4W5A, 5760130]
[paragraph, [165.0, 409.0, 555.0, 18.0], shoonya_1s6QFGPODZ4W5A, 5760130]
[paragraph, [165.0, 427.0, 555.0, 18.0], shoonya_1s6QFGPODZ4W5A, 5760130]
[paragraph, [165.0, 465.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 483.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 501.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 519.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 537.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 555.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 573.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 591.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 609.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 627.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 645.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 663.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 681.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 699.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 717.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 735.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 753.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 771.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [165.0, 789.0, 552.0, 18.0], shoonya_0s1ED3NKLCIBFW, 5760130]
[paragraph, [167.0, 811.0, 551.0, 18.0], shoonya_2sLUH95Q2MD29G, 5760130]
[paragraph, [167.0, 829.0, 551.0, 18.0], shoonya_2sLUH95Q2MD29G, 5760130]
[paragraph, [167.0, 847.0, 551.0, 18.0], shoonya_2sLUH95Q2MD29G, 5760130]
[paragraph, [167.0, 865.0, 551.0, 18.0], shoonya_2sLUH95Q2MD29G, 5760130]
[paragraph, [167.0, 883.0, 551.0, 18.0], shoonya_2sLUH95Q2MD29G, 5760130]
[paragraph, [164.0, 912.0, 558.0, 18.0], shoonya_5s9O8HK68XPIBK, 5760130]
[paragraph, [164.0, 930.0, 558.0, 18.0], shoonya_5s9O8HK68XPIBK, 5760130]
[paragraph, [164.0, 948.0, 558.0, 18.0], shoonya_5s9O8HK68XPIBK, 5760130]
[paragraph, [164.0, 966.0, 558.0, 18.0], shoonya_5s9O8HK68XPIBK, 5760130]
[paragraph, [164.0, 984.0, 558.0, 18.0], shoonya_5s9O8HK68XPIBK, 5760130]
[paragraph, [164.0, 1002.0, 558.0, 18.0], shoonya_5s9O8HK68XPIBK, 5760130]
[paragraph, [164.0, 1020.0, 558.0, 18.0], shoonya_5s9O8HK68XPIBK, 5760130]
[paragraph, [164.0, 1038.0, 558.0, 18.0], shoonya_5s9O8HK68XPIBK, 5760130]
[paragraph, [164.0, 1056.0, 558.0, 18.0], shoonya_5s9O8HK68XPIBK, 5760130]
[paragraph, [164.0, 1074.0, 558.0, 18.0], shoonya_5s9O8HK68XPIBK, 5760130]
[paragraph, [164.0, 1092.0, 558.0, 18.0], shoonya_5s9O8HK68XPIBK, 5760130]
